35071515,2508116,5176096,14168132,6884192,4820348,11026340,9452248,0
35366019,3567124,7455116,9923136,10836724,8633984,10990200,0,9452248
35443875,2824544,4758380,12069964,8495652,5902996,0,10990200,11026340
50197819,7912416,12497588,5318600,9915964,0,5902996,8633984,4820348
38317075,4527032,8063016,7366484,0,9915964,8495652,10836724,6884192
35163395,2570292,4348384,0,7366484,5318600,12069964,9923136,14168132
95569122,13642976,0,4348384,8063016,12497588,4758380,7455116,5176096
225471376,0,13642976,2570292,4527032,7912416,2824544,3567124,2508116
0,225471376,95569122,35163395,38317075,50197819,35443875,35366019,35071515

