1967219,341332,68562,123286,257621,206633,468192555,538468181,0
646571,3118765,178372,189249,445208,270808,352668,0,538468181
601734,2871749,174757,173380,404992,263368,0,352668,468192555
1168760,2895447,78048,564820,260368,0,263368,270808,206633
347054,2736046,83776,543580,0,260368,404992,445208,257621
228409,9596633,61472,0,543580,564820,173380,189249,123286
23982,1061165,0,61472,83776,78048,174757,178372,68562
86965,0,1061165,9596633,2736046,2895447,2871749,3118765,341332
0,86965,23982,228409,347054,1168760,601734,646571,1967219

