4192750,431812,865109,787647,643236,656341,670008,631781,759272,680546,0
4715921,406580,665596,690359,644912,643923,739527,650572,692976,0,680546
4504452,359499,672486,714132,647798,635839,699061,645320,0,692976,759272
6551209,580827,580169,633273,700252,716994,675645,0,645320,650572,631781
5033407,475135,627634,678063,678760,673067,0,675645,699061,739527,670008
7278950,643352,544108,627645,708803,0,673067,716994,635839,643923,656341
6714534,591430,584677,622776,0,708803,678760,700252,647798,644912,643236
4447986,358814,693604,0,622776,627645,678063,633273,714132,690359,787647
4164363,301106,0,693604,584677,544108,627634,580169,672486,665596,865109
28800280,0,301106,358814,591430,643352,475135,580827,359499,406580,431812
0,28800280,4164363,4447986,6714534,7278950,5033407,6551209,4504452,4715921,4192750

