1695303,16008804,5617740,5565728,5387100,5259360,5436452,5269684,5262416,5561964,5471744,5440620,5306720,5326292,5449672,5325560,0
2808262,15606824,5310080,5242520,5266272,5248924,5204840,5254240,5284496,5573356,5391664,5315728,5260504,5205564,5238776,0,5325560
2907550,15715220,5290296,5395276,5373488,5339928,5255904,5319416,5378448,5536908,5411352,5444908,5229696,5294136,0,5238776,5449672
2861778,15683664,5347476,5406756,5423880,5286756,5343116,5269392,5276268,5572684,5383872,5321636,5293344,0,5294136,5205564,5326292
2944838,15626364,5306016,5314460,5304064,5340484,5198016,5336764,5262080,5503592,5387292,5335880,0,5293344,5229696,5260504,5306720
4786750,15655760,5388096,5357892,5269028,5346632,5335884,5332216,5500912,5703952,5422492,0,5335880,5321636,5444908,5315728,5440620
4396390,15821068,5580780,5469476,5520336,5508804,5310412,5480016,5505940,5687052,0,5422492,5387292,5383872,5411352,5391664,5471744
4313286,15998816,5595912,5601784,5783784,5637056,5466816,5513892,5536784,0,5687052,5703952,5503592,5572684,5536908,5573356,5561964
4582230,15667292,5243040,5280996,5493104,5455956,5294072,5415868,0,5536784,5505940,5500912,5262080,5276268,5378448,5284496,5262416
4196862,15621396,5279552,5208004,5483696,5424220,5276028,0,5415868,5513892,5480016,5332216,5336764,5269392,5319416,5254240,5269684
2458798,15678584,5250028,5236436,5266668,5276104,0,5276028,5294072,5466816,5310412,5335884,5198016,5343116,5255904,5204840,5436452
10112022,15673088,5246608,5247724,5436420,0,5276104,5424220,5455956,5637056,5508804,5346632,5340484,5286756,5339928,5248924,5259360
2406570,15727128,5342548,5384504,0,5436420,5266668,5483696,5493104,5783784,5520336,5269028,5304064,5423880,5373488,5266272,5387100
5715886,15930024,5438444,0,5384504,5247724,5236436,5208004,5280996,5601784,5469476,5357892,5314460,5406756,5395276,5242520,5565728
1751618,15855044,0,5438444,5342548,5246608,5250028,5279552,5243040,5595912,5580780,5388096,5306016,5347476,5290296,5310080,5617740
10543950,0,15855044,15930024,15727128,15673088,15678584,15621396,15667292,15998816,15821068,15655760,15626364,15683664,15715220,15606824,16008804
0,10543950,1751618,5715886,2406570,10112022,2458798,4196862,4582230,4313286,4396390,4786750,2944838,2861778,2907550,2808262,1695303

