437883011,496617708,440519256,334545412,341064264,320193228,299793364,334863656,788738280,942601332,0
730588966,424600880,392298136,362285332,340161680,380851120,257594080,230572768,2673235912,0,942601332
322867919,221724700,136886732,179798132,143664524,157698372,137270132,144013676,0,2673235912,788738280
437310419,360917316,484585924,318174720,346365832,377806200,350644912,0,144013676,230572768,334863656
429346603,344329516,345544792,379748712,371660772,413774788,0,350644912,137270132,257594080,299793364
463231731,340183692,412493512,364372508,388760080,0,413774788,377806200,157698372,380851120,320193228
502670659,364826364,347618784,563787724,0,388760080,371660772,346365832,143664524,340161680,341064264
461760083,384833408,346622772,0,563787724,364372508,379748712,318174720,179798132,362285332,334545412
514144543,378578808,0,346622772,347618784,412493512,345544792,484585924,136886732,392298136,440519256
574730268,0,378578808,384833408,364826364,340183692,344329516,360917316,221724700,424600880,496617708
0,574730268,514144543,461760083,502670659,463231731,429346603,437310419,322867919,730588966,437883011

