2512820104,209346308,112409304,87028332,75981692,55232516,56094660,356021696,0
2326559339,150955976,74347904,61851904,53918816,53625948,333617616,0,356021696
2242358023,127267712,72077872,59877524,57643480,345497668,0,333617616,56094660
2227784257,130785556,80383984,80404352,230176112,0,345497668,53625948,55232516
2234055474,135399352,98628748,390540032,0,230176112,57643480,53918816,75981692
2906376947,172831340,360824956,0,390540032,80404352,59877524,61851904,87028332
2878253646,423869964,0,360824956,98628748,80383984,72077872,74347904,112409304
1373315776,0,423869964,172831340,135399352,130785556,127267712,150955976,209346308
0,1373315776,2878253646,2906376947,2234055474,2227784257,2242358023,2326559339,2512820104

