301487,40422,808,842,540,543,662,680,565,2716,14411,2064,4896,3833,4212,8631,3762,4453,6009,48471,1325374,2152021,2017052,1498175,51434,48924,38738,71288,896184,0
48714,89239,217,1595,289,320,1121,1836,273,4686,10036,0,51,0,0,106,0,4330,27,63189,4559,4660,4516,4404,3646,3308,3469,5793,0,896184
18623,33007,193,823,194,99,1282,1896,1348,2406,446,0,27,0,0,4107,1717,6533,2989,3639,2502,2242,2097,2141,4583,2581,2811,0,5793,71288
18067,32878,179,654,76,94,1802,1534,1180,1606,456,0,24,0,0,1767,3386,5481,3130,4415,639,792,893,652,3649,4492,0,2811,3469,38738
18620,33003,191,1033,114,87,1727,1438,1056,2227,528,0,0,0,0,3270,3455,4809,3746,4112,725,832,661,917,3616,0,4492,2581,3308,48924
19558,34250,195,948,101,133,1993,1906,1038,1985,486,0,24,24,0,5083,4178,3406,2437,4329,995,992,952,900,0,3616,3649,4583,3646,51434
24196,42486,1103,2593,1082,902,585,1061,92,2109,589,4301,4561,4780,2732,51,0,2134,0,4010,4715,5378,6598,0,900,917,652,2141,4404,1498175
25009,43680,1463,2303,702,1394,631,686,138,2657,451,5436,4637,2169,4830,53,0,2027,0,4631,5303,6237,0,6598,952,661,893,2097,4516,2017052
26411,45628,1372,2048,2061,478,797,602,106,2460,590,2892,4797,5255,4716,57,0,1981,25,4967,6220,0,6237,5378,992,832,792,2242,4660,2152021
25001,44763,1199,1753,933,1879,747,798,63,2365,506,2295,4339,5652,5359,79,0,2028,27,4426,0,6220,5303,4715,995,725,639,2502,4559,1325374
25239,403106,218,560,646,5566,80,328,0,360,59010,1513,2408,1576,1208,1315,97,1193,117,0,4426,4967,4631,4010,4329,4112,4415,3639,63189,48471
8693,102427,214,820,324,404,3192,4214,4389,1076,3,50,117,70,44,3476,4085,1973,0,117,27,25,0,0,2437,3746,3130,2989,27,6009
8681,101406,244,589,256,628,3764,3545,4833,669,2387,42,45,73,50,2436,2680,0,1973,1193,2028,1981,2027,2134,3406,4809,5481,6533,4330,4453
9047,103690,242,736,436,378,5255,3985,3118,775,1,39,62,62,33,2554,0,2680,4085,97,0,0,0,0,4178,3455,3386,1717,0,3762
9544,104272,300,1216,370,546,4601,4472,4120,5416,89,93,138,139,113,0,2554,2436,3476,1315,79,57,53,51,5083,3270,1767,4107,106,8631
12158,133689,4524,5825,5066,4187,56,160,0,720,1,3479,3044,5246,0,113,33,50,44,1208,5359,4716,4830,2732,0,0,0,0,0,4212
116045,144532,5946,4745,5212,4627,80,160,34,786,22,3390,5461,0,5246,139,62,73,70,1576,5652,5255,2169,4780,24,0,0,0,0,3833
12095,143247,5326,6900,4299,3729,46,200,24,766,26,2848,0,5461,3044,138,62,45,117,2408,4339,4797,4637,4561,24,0,24,27,51,4896
9989,119187,3298,3697,3123,5640,40,186,0,565,15,0,2848,3390,3479,93,39,42,50,1513,2295,2892,5436,4301,0,0,0,0,0,2064
10491,3143263,239,374,343,431,234,569,514,388,0,15,26,22,1,89,1,2387,3,59010,506,590,451,589,486,528,456,446,10036,14411
1107,56273,1008,1018,404,436,753,481,453,0,388,565,766,786,720,5416,775,669,1076,360,2365,2460,2657,2109,1985,2227,1606,2406,4686,2716
6861,1052764,214,330,422,370,335,732,0,453,514,0,24,34,0,4120,3118,4833,4389,0,63,106,138,92,1038,1056,1180,1348,273,565
6700,1046149,293,506,655,564,973,0,732,481,569,186,200,160,160,4472,3985,3545,4214,328,798,602,686,1061,1906,1438,1534,1896,1836,680
6850,1048740,472,635,365,299,0,973,335,753,234,40,46,80,56,4601,5255,3764,3192,80,747,797,631,585,1993,1727,1802,1282,1121,662
6644,1061774,322,462,698,0,299,564,370,436,431,5640,3729,4627,4187,546,378,628,404,5566,1879,478,1394,902,133,87,94,99,320,543
6603,1048096,371,419,0,698,365,655,422,404,343,3123,4299,5212,5066,370,436,256,324,646,933,2061,702,1082,101,114,76,194,289,540
7596,1053649,1099,0,419,462,635,506,330,1018,374,3697,6900,4745,5825,1216,736,589,820,560,1753,2048,2303,2593,948,1033,654,823,1595,842
3707,1045951,0,1099,371,322,472,293,214,1008,239,3298,5326,5946,4524,300,242,244,214,218,1199,1372,1463,1103,195,191,179,193,217,808
11061,0,1045951,1053649,1048096,1061774,1048740,1046149,1052764,56273,3143263,119187,143247,144532,133689,104272,103690,101406,102427,403106,44763,45628,43680,42486,34250,33003,32878,33007,89239,40422
0,11061,3707,7596,6603,6644,6850,6700,6861,1107,10491,9989,12095,116045,12158,9544,9047,8681,8693,25239,25001,26411,25009,24196,19558,18620,18067,18623,48714,301487

