29941867,3010820,6773196,5978492,4977144,4943136,5308596,4963032,5899764,5359340,0
34127251,3203572,5324768,5522868,5159296,5151376,5714748,5204568,5543796,0,5359340
32435495,2867760,5379888,5713048,5182384,5086704,5592484,5162560,0,5543796,5899764
48809575,4590420,4641344,5066184,5602004,5735948,5404404,0,5162560,5204568,4963032
36667131,3567484,5021072,5422284,5428588,5384536,0,5404404,5592484,5714748,5308596
54631499,5127676,4352864,5021160,5670416,0,5384536,5735948,5086704,5151376,4943136
50116163,4673500,4677412,4982200,0,5670416,5428588,5602004,5182384,5159296,4977144
31983791,2825652,5548828,0,4982200,5021160,5422284,5066184,5713048,5522868,5978492
29714678,2368264,0,5548828,4677412,4352864,5021072,4641344,5379888,5324768,6773196
226782812,0,2368264,2825652,4673500,5127676,3567484,4590420,2867760,3203572,3010820
0,226782812,29714678,31983791,50116163,54631499,36667131,48809575,32435495,34127251,29941867

