                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  322398928 |  305984342 |  373281982 |  329978159 |  335941466 |  407026835 |  388137447 |  315007158 |  472624060 |  472700952 |  473212837 |  471250145
  Cycles                             |  184553400 |  184553400 |  184553400 |  184553400 |  246071200 |  246071200 |  246071200 |  246071200 |  184553400 |  184553400 |  184553400 |  184553400
  IPC                                |       1.75 |       1.66 |       2.02 |       1.79 |       1.37 |       1.65 |       1.58 |       1.28 |       2.56 |       2.56 |       2.56 |       2.55
  Time (ns)                          |   61517800 |   61517800 |   61517800 |   61517800 |   61517800 |   61517800 |   61517800 |   61517800 |   61517800 |   61517800 |   61517800 |   61517800
  Idle time (ns)                     |    1503411 |    1438826 |    1444280 |    1293331 |     918634 |     788980 |     657947 |     529203 |     470030 |     507168 |     332776 |     621706
  Idle time (%)                      |       2.4% |       2.3% |       2.3% |       2.1% |       1.5% |       1.3% |       1.1% |       0.9% |       0.8% |       0.8% |       0.5% |       1.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   78780486 |   72632851 |   95904554 |   81571533 |   83353672 |  107458284 |  100549478 |   76356748 |  128109783 |  128659092 |  128237976 |  128250514
  num incorrect                      |     120016 |     123747 |     129063 |     134249 |     138738 |     138630 |     141327 |     139703 |     140181 |     135788 |     133866 |     124029
  misprediction rate                 |      0.15% |      0.17% |      0.13% |      0.16% |      0.17% |      0.13% |      0.14% |      0.18% |      0.11% |      0.11% |      0.10% |      0.10%
  mpki                               |       0.37 |       0.40 |       0.35 |       0.41 |       0.41 |       0.34 |       0.36 |       0.44 |       0.30 |       0.29 |       0.28 |       0.26
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
