                                     | Core 0     | Core 1     | Core 2     | Core 3    
  Instructions                       |  167882668 |  169597961 |  171472610 |  172245724
  Cycles                             |   61269200 |   61269200 |   61269200 |   61269200
  IPC                                |       2.74 |       2.77 |       2.80 |       2.81
  Time (ns)                          |   15317300 |   15317300 |   15317300 |   15317300
  Idle time (ns)                     |        240 |     243890 |     244717 |     245319
  Idle time (%)                      |       0.0% |       1.6% |       1.6% |       1.6%
Branch predictor stats               |            |            |            |           
  num correct                        |     980545 |    1787484 |   20516135 |   20774135
  num incorrect                      |      14609 |       6976 |       5352 |       5175
  misprediction rate                 |      1.47% |      0.39% |      0.03% |      0.02%
  mpki                               |       0.09 |       0.04 |       0.03 |       0.03
TLB Summary                          |            |            |            |           
  I-TLB                              |            |            |            |           
    num accesses                     |   15905445 |   15734468 |   10542634 |   10542636
    num misses                       |        240 |         38 |         38 |         38
    miss rate                        |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |           
    num accesses                     |   77302398 |   77215132 |   61354081 |   61482723
    num misses                       |       8455 |      14822 |      11568 |       7398
    miss rate                        |      0.01% |      0.02% |      0.02% |      0.01%
    mpki                             |       0.05 |       0.09 |       0.07 |       0.04
  L2 TLB                             |            |            |            |           
    num accesses                     |       8695 |      14860 |      11606 |       7436
    num misses                       |        601 |        155 |        134 |        200
    miss rate                        |      6.91% |      1.04% |      1.15% |      2.69%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |           
  Cache L1-I                         |            |            |            |           
    num cache accesses               |   15905445 |   15734468 |   10542634 |   10542636
    num cache misses                 |      82051 |      57933 |      57567 |      57450
    miss rate                        |      0.52% |      0.37% |      0.55% |      0.54%
    mpki                             |       0.49 |       0.34 |       0.34 |       0.33
  Cache L1-D                         |            |            |            |           
    num cache accesses               |   77302398 |   77215132 |   61354081 |   61482723
    num cache misses                 |    1115290 |    1101946 |     754918 |     747586
    miss rate                        |      1.44% |      1.43% |      1.23% |      1.22%
    mpki                             |       6.64 |       6.50 |       4.40 |       4.34
  Cache L2                           |            |            |            |           
    num cache accesses               |    1224395 |    1194013 |     834062 |     828324
    num cache misses                 |      88956 |      69251 |      56796 |      61654
    miss rate                        |      7.27% |      5.80% |      6.81% |      7.44%
    mpki                             |       0.53 |       0.41 |       0.33 |       0.36
  Cache L3                           |            |            |            |           
    num cache accesses               |     129949 |     128853 |     105803 |     102444
    num cache misses                 |      39324 |      51126 |      36700 |      32951
    miss rate                        |     30.26% |     39.68% |     34.69% |     32.16%
    mpki                             |       0.23 |       0.30 |       0.21 |       0.19
DRAM summary                         |            |            |            |           
  num dram accesses                  |       8887 |          0 |       8866 |          0
  average dram access latency (ns)   |      71.12 |        inf |      71.37 |        inf
  average dram queueing delay        |       9.87 |       0.00 |      10.12 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |           
  num loads from dram                |       6815 |         47 |          4 |         14
  num loads from dram cache          |          0 |          0 |          0 |          0
  num loads from remote cache        |      23453 |      48641 |      29795 |      27512
