                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15   
  Instructions                       |  233299248 |   22101042 |   29438036 |   36775830 |   44104872 |   51442722 |   58781387 |   66119473 |   73467256 |   80804432 |   88144564 |   95482833 |  102813622 |  110150880 |  117489269 |  122728593
  Cycles                             |  284979810 |  284979810 |  284979810 |  284979810 |  216191580 |  216191580 |  216191580 |  216191580 |  284979810 |  284979810 |  284979810 |  284979810 |  216191580 |  216191580 |  216191580 |  216191580
  IPC                                |       0.82 |       0.08 |       0.10 |       0.13 |       0.20 |       0.24 |       0.27 |       0.31 |       0.26 |       0.28 |       0.31 |       0.34 |       0.48 |       0.51 |       0.54 |       0.57
  Time (ns)                          |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900 |   98268900
  Idle time (ns)                     |   22666007 |   92273522 |   90798907 |   89341545 |   86516725 |   85164205 |   83931862 |   82697786 |   82672018 |   81143787 |   79453969 |   77901163 |   75028295 |   73626978 |   72207276 |   71136995
  Idle time (%)                      |      23.1% |      93.9% |      92.4% |      90.9% |      88.0% |      86.7% |      85.4% |      84.2% |      84.1% |      82.6% |      80.9% |      79.3% |      76.3% |      74.9% |      73.5% |      72.4%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   20600793 |    3318361 |    4366069 |    5414126 |    6459416 |    7507368 |    8555554 |    9603574 |   10654392 |   11702147 |   12750886 |   13798700 |   14844866 |   15892520 |   16940626 |   17388999
  num incorrect                      |       8775 |         79 |         79 |         64 |         78 |         78 |         78 |         78 |         78 |         79 |         64 |         89 |         64 |         78 |         78 |         78
  misprediction rate                 |      0.04% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.04 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   37800623 |        233 |        233 |        158 |        233 |        233 |        233 |        233 |        233 |        235 |        154 |        312 |        154 |        233 |        233 |        234
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      6.87% |      6.87% |     10.13% |      6.87% |      6.87% |      6.87% |      6.87% |      6.87% |      6.81% |     10.39% |      5.13% |     10.39% |      6.87% |      6.87% |      6.84%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   22543551 |    3757228 |    3756794 |    3756207 |    3754891 |    3754579 |    3754384 |    3754106 |    3755227 |    3754828 |    3754555 |    3754859 |    3752969 |    3752851 |    3752616 |    3452521
    num misses                       |   17531364 |    1017973 |    1025276 |    1033884 |    1032856 |    1034779 |    1039073 |    1036880 |    1033096 |    1037408 |    1038093 |    1039865 |    1039981 |    1040793 |    1039982 |    1034747
    miss rate                        |     77.77% |     27.09% |     27.29% |     27.52% |     27.51% |     27.56% |     27.68% |     27.62% |     27.51% |     27.63% |     27.65% |     27.69% |     27.71% |     27.73% |     27.71% |     29.97%
    mpki                             |      75.15 |      46.06 |      34.83 |      28.11 |      23.42 |      20.12 |      17.68 |      15.68 |      14.06 |      12.84 |      11.78 |      10.89 |      10.12 |       9.45 |       8.85 |       8.43
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17531479 |    1017989 |    1025292 |    1033900 |    1032872 |    1034795 |    1039089 |    1036896 |    1033112 |    1037424 |    1038109 |    1039881 |    1039997 |    1040809 |    1039998 |    1034763
    num misses                       |   16337146 |     935251 |     948159 |     962135 |     964547 |     967473 |     973032 |     970422 |     964459 |     972380 |     975989 |     976697 |     975035 |     978314 |     976482 |     969011
    miss rate                        |     93.19% |     91.87% |     92.48% |     93.06% |     93.38% |     93.49% |     93.64% |     93.59% |     93.35% |     93.73% |     94.02% |     93.92% |     93.75% |     94.00% |     93.89% |     93.65%
    mpki                             |      70.03 |      42.32 |      32.21 |      26.16 |      21.87 |      18.81 |      16.55 |      14.68 |      13.13 |      12.03 |      11.07 |      10.23 |       9.48 |       8.88 |       8.31 |       7.90
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   37800623 |        233 |        233 |        158 |        233 |        233 |        233 |        233 |        233 |        235 |        154 |        312 |        154 |        233 |        233 |        234
    num cache misses                 |       3523 |         95 |         95 |         95 |         95 |         95 |         94 |         94 |         95 |         95 |         95 |         95 |         95 |         95 |         95 |         94
    miss rate                        |      0.01% |     40.77% |     40.77% |     60.13% |     40.77% |     40.77% |     40.34% |     40.34% |     40.77% |     40.43% |     61.69% |     30.45% |     61.69% |     40.77% |     40.77% |     40.17%
    mpki                             |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   22543551 |    3757228 |    3756794 |    3756207 |    3754891 |    3754579 |    3754384 |    3754106 |    3755227 |    3754828 |    3754555 |    3754859 |    3752969 |    3752851 |    3752616 |    3452521
    num cache misses                 |   18186028 |    1020639 |    1030424 |    1038870 |    1043974 |    1043769 |    1046587 |    1045499 |    1043597 |    1045484 |    1046546 |    1046714 |    1047074 |    1047158 |    1046778 |    1044233
    miss rate                        |     80.67% |     27.16% |     27.43% |     27.66% |     27.80% |     27.80% |     27.88% |     27.85% |     27.79% |     27.84% |     27.87% |     27.88% |     27.90% |     27.90% |     27.89% |     30.25%
    mpki                             |      77.95 |      46.18 |      35.00 |      28.25 |      23.67 |      20.29 |      17.80 |      15.81 |      14.20 |      12.94 |      11.87 |      10.96 |      10.18 |       9.51 |       8.91 |       8.51
  Cache L2                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   18754744 |    1622772 |    1651635 |    1675952 |    1681461 |    1686113 |    1702253 |    1729073 |    1761797 |    1703030 |    1700762 |    1700912 |    1700700 |    1701484 |    1696373 |    1685863
    num cache misses                 |   17318459 |     957958 |     972334 |     989971 |    1021837 |    1022738 |    1028990 |    1027211 |     997500 |    1002519 |    1004831 |    1006802 |    1031619 |    1031648 |    1029554 |    1023404
    miss rate                        |     92.34% |     59.03% |     58.87% |     59.07% |     60.77% |     60.66% |     60.45% |     59.41% |     56.62% |     58.87% |     59.08% |     59.19% |     60.66% |     60.63% |     60.69% |     60.71%
    mpki                             |      74.23 |      43.34 |      33.03 |      26.92 |      23.17 |      19.88 |      17.51 |      15.54 |      13.58 |      12.41 |      11.40 |      10.54 |      10.03 |       9.37 |       8.76 |       8.34
  Cache L3                           |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |   17883657 |    1559995 |    1593450 |    1626957 |    1659229 |    1664987 |    1684562 |    1710690 |    1715605 |    1659970 |    1658952 |    1660904 |    1685146 |    1685878 |    1679054 |    1664940
    num cache misses                 |   11279314 |     600137 |     618885 |     635354 |     637042 |     641932 |     655308 |     683294 |     717476 |     656265 |     652787 |     652828 |     653226 |     653998 |     649271 |     641377
    miss rate                        |     63.07% |     38.47% |     38.84% |     39.05% |     38.39% |     38.55% |     38.90% |     39.94% |     41.82% |     39.53% |     39.35% |     39.31% |     38.76% |     38.79% |     38.67% |     38.52%
    mpki                             |      48.35 |      27.15 |      21.02 |      17.28 |      14.44 |      12.48 |      11.15 |      10.33 |       9.77 |       8.12 |       7.41 |       6.84 |       6.35 |       5.94 |       5.53 |       5.23
DRAM summary                         |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num dram accesses                  |   14724449 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   14642261 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |      62.33 |        inf |        inf |        inf |        inf |        inf |        inf |        inf |      62.30 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |       1.08 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       1.05 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     18.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |     18.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num loads from dram                |   10554982 |     600074 |     618844 |     635316 |     637011 |     608978 |     533080 |     458929 |     382374 |     428545 |     561908 |     635529 |     651006 |     653524 |     649125 |     641291
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |     196574 |         11 |         12 |          6 |          4 |      32926 |     122195 |     224340 |     335022 |     227657 |      90823 |      17254 |       2185 |        435 |        110 |         42
