                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   12839488 |    4863234 |    5183122 |    4497546 |    5032713 |    5411771
  Cycles                             |    9996400 |    9996400 |    9996400 |    9996400 |    9996400 |    9996400
  IPC                                |       1.28 |       0.49 |       0.52 |       0.45 |       0.50 |       0.54
  Time (ns)                          |    2499100 |    2499100 |    2499100 |    2499100 |    2499100 |    2499100
  Idle time (ns)                     |       1520 |    1810516 |    1810856 |    1810991 |    1810856 |    1811033
  Idle time (%)                      |       0.1% |      72.4% |      72.5% |      72.5% |      72.5% |      72.5%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1625305 |    1467060 |    1617304 |    1302403 |    1523435 |    1695132
  num incorrect                      |      85790 |      12331 |       7486 |      17003 |      12537 |       7359
  misprediction rate                 |      5.01% |      0.83% |      0.46% |      1.29% |      0.82% |      0.43%
  mpki                               |       6.68 |       2.54 |       1.44 |       3.78 |       2.49 |       1.36
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    1602873 |      68411 |      46477 |      86402 |      69022 |      45543
    num misses                       |        176 |         24 |         24 |         24 |         23 |         22
    miss rate                        |      0.01% |      0.04% |      0.05% |      0.03% |      0.03% |      0.05%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.01 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |    3107150 |     971156 |     998410 |     930379 |     998913 |    1035078
    num misses                       |       1802 |        427 |        393 |        416 |        379 |        402
    miss rate                        |      0.06% |      0.04% |      0.04% |      0.04% |      0.04% |      0.04%
    mpki                             |       0.14 |       0.09 |       0.08 |       0.09 |       0.08 |       0.07
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       1978 |        451 |        417 |        440 |        402 |        424
    num misses                       |        654 |        172 |        165 |        169 |        164 |        158
    miss rate                        |     33.06% |     38.14% |     39.57% |     38.41% |     40.80% |     37.26%
    mpki                             |       0.05 |       0.04 |       0.03 |       0.04 |       0.03 |       0.03
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    1602873 |      68411 |      46477 |      86402 |      69022 |      45543
    num cache misses                 |       2727 |        155 |        157 |        156 |        154 |        150
    miss rate                        |      0.17% |      0.23% |      0.34% |      0.18% |      0.22% |      0.33%
    mpki                             |       0.21 |       0.03 |       0.03 |       0.03 |       0.03 |       0.03
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |    3107150 |     971156 |     998410 |     930379 |     998913 |    1035078
    num cache misses                 |      46260 |      18531 |      18085 |      19001 |      18344 |      17821
    miss rate                        |      1.49% |      1.91% |      1.81% |      2.04% |      1.84% |      1.72%
    mpki                             |       3.60 |       3.81 |       3.49 |       4.22 |       3.64 |       3.29
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |      51355 |      18917 |      18400 |      19427 |      19398 |      18712
    num cache misses                 |      35001 |      16609 |      16356 |      16884 |      16478 |      16132
    miss rate                        |     68.15% |     87.80% |     88.89% |     86.91% |     84.95% |     86.21%
    mpki                             |       2.73 |       3.42 |       3.16 |       3.75 |       3.27 |       2.98
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      38650 |      16845 |      16515 |      17163 |      17388 |      16885
    num cache misses                 |      25399 |       6993 |       6618 |       6925 |      13456 |      13202
    miss rate                        |     65.72% |     41.51% |     40.07% |     40.35% |     77.39% |     78.19%
    mpki                             |       1.98 |       1.44 |       1.28 |       1.54 |       2.67 |       2.44
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      12721 |          0 |          0 |          0 |      12675 |          0
  average dram access latency (ns)   |      61.68 |        inf |        inf |        inf |      61.64 |        inf
  average dram queueing delay        |       0.43 |       0.00 |       0.00 |       0.00 |       0.39 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10607 |        407 |        400 |        443 |        137 |        123
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       2342 |       2386 |       2330 |       2377 |       3100 |       2887
