34707370,2808556,3021778,3176206,8968634,2995069,3545295,1994845,5168191,4177075,4580221,0
31806337,3798649,4529085,4273973,9192257,3234905,4371596,2868772,5730908,4851631,0,4580221
31954653,3863877,3670438,4030033,8660583,3526062,3353568,2956178,5215112,0,4851631,4177075
40845481,3717329,4006858,4455873,13398223,4465018,4775010,2983691,0,5215112,5730908,5168191
29109495,1960856,1833547,1999030,6730343,1827006,2019597,0,2983691,2956178,2868772,1994845
31434191,2573735,2978885,3450340,8132205,2995130,0,2019597,4775010,3353568,4371596,3545295
30858352,2596599,2691716,3363758,8409629,0,2995130,1827006,4465018,3526062,3234905,2995069
61940352,8478065,8010948,8261507,0,8409629,8132205,6730343,13398223,8660583,9192257,8968634
32287834,2863758,3070108,0,8261507,3363758,3450340,1999030,4455873,4030033,4273973,3176206
4558151,2365180,0,3070108,8010948,2691716,2978885,1833547,4006858,3670438,4529085,3021778
3785294,0,2365180,2863758,8478065,2596599,2573735,1960856,3717329,3863877,3798649,2808556
0,3785294,4558151,32287834,61940352,30858352,31434191,29109495,40845481,31954653,31806337,34707370

