49614246,6022172,6169832,6276368,10706796,5877032,8301620,7286236,5617960,6081552,5688408,6165196,0
82165258,7016424,7111188,7156436,6268300,6747316,6557380,8140364,6488808,7062904,6699528,0,6165196
144262647,7495124,6732168,7559024,5772532,7122280,6392440,8327988,7278948,6872452,0,6699528,5688408
97720583,6957120,6968552,7075300,6164860,6854848,6589160,8199692,6708240,0,6872452,7062904,6081552
149066675,6939004,6645244,6498364,5480076,7007524,5908956,7851204,0,6708240,7278948,6488808,5617960
101016951,8194624,8263216,8227080,7352092,8287084,7645560,0,7851204,8199692,8327988,8140364,7286236
50697187,6463496,6593788,6870048,8441996,6337868,0,7645560,5908956,6589160,6392440,6557380,8301620
127337683,6824228,6888344,6717160,5909304,0,6337868,8287084,7007524,6854848,7122280,6747316,5877032
49673911,5943284,6225584,6307516,0,5909304,8441996,7352092,5480076,6164860,5772532,6268300,10706796
73454987,6978304,7017116,0,6307516,6717160,6870048,8227080,6498364,7075300,7559024,7156436,6276368
96486920,6901368,0,7017116,6225584,6888344,6593788,8263216,6645244,6968552,6732168,7111188,6169832
100300520,0,6901368,6978304,5943284,6824228,6463496,8194624,6939004,6957120,7495124,7016424,6022172
0,100300520,96486920,73454987,49673911,127337683,50697187,101016951,149066675,97720583,144262647,82165258,49614246

