2508134,466232,4604,5940,4204,5304,14262,4072,4100,4522,4324,4260,10874,4720,4132,31068,21440,24888,13060,17256,26564,25026,20219,26826,21353,19748,28460,21559,95782,34704,6449152,2511603,3577594,3998543,216288,440270,329119,504221,253552,428657,264145,305925,707202,713874,0
225000,1093644,536,8936,292,236,2480,200,260,116,204,556,60,272,17748,49028,164,680,0,0,0,0,2836,0,0,0,0,0,65580,130816,8564,9520,7180,30296,19728,35492,5800,8408,6300,7836,6036,9040,77972,0,713874
228632,1062032,228,9984,308,332,2292,260,344,168,308,532,420,252,14452,52088,144,680,0,0,0,0,3764,144,144,0,0,0,118148,85372,8852,8972,8328,29868,24044,36240,5920,6768,7208,8632,7400,7176,0,77972,707202
127089,604733,512,10500,448,272,2716,200,200,296,8664,9748,5896,8524,188,11544,144,376,0,0,0,0,3228,0,34628,9524,36808,16524,3792,40480,4340,5376,4968,5272,13508,7688,6608,10796,28508,50832,25284,0,7176,9040,305925
120202,578836,1052,10012,236,228,1516,140,288,636,8564,7712,3460,11320,332,11604,144,344,0,0,0,0,2776,144,18716,27144,17192,28996,1820,38768,3116,3324,2812,3444,11756,4348,4228,6152,28856,28136,0,25284,7400,6036,264145
156465,794909,700,8744,400,320,2224,180,132,416,11068,11436,12592,5436,176,10320,164,440,0,0,0,0,2404,0,32864,40572,20912,17532,4380,56408,3692,4268,4020,4664,16868,7340,5688,9128,42228,0,28136,50832,8632,7836,428657
125646,604503,540,8128,568,184,1268,224,168,344,5740,7004,8380,11128,240,10476,0,360,0,0,0,144,2672,0,21712,24248,21924,26800,3612,41024,3540,5232,4268,3728,12864,5444,4588,7136,0,42228,28856,28508,7208,6300,253552
180749,841780,1144,9852,384,500,15620,11132,8432,12512,240,540,444,180,616,14300,0,536,0,0,37412,25344,37172,30544,0,144,0,144,720,61184,5340,6124,4832,7036,44760,56160,52340,0,7136,9128,6152,10796,6768,8408,504221
119984,629066,536,9476,520,256,10192,6500,10736,3828,268,796,120,208,124,9584,164,360,0,144,17080,24276,34476,18556,164,0,0,0,144,37832,4676,3732,3316,3848,25728,28292,0,52340,4588,5688,4228,6608,5920,5800,329119
141243,680359,448,7136,464,248,7340,9036,9616,11184,152,272,180,248,232,6824,156,408,0,156,19388,31124,21404,31388,0,0,0,0,0,52416,25428,24340,20708,21312,31800,0,28292,56160,5444,7340,4348,7688,36240,35492,440270
84543,441121,348,5360,92,196,6008,5268,3628,6620,104,436,240,188,304,7180,0,240,0,0,18708,16000,15352,14404,0,0,0,0,288,25788,12336,13208,11292,12588,0,31800,25728,44760,12864,16868,11756,13508,24044,19728,216288
