48536091,4390136,4025776,5749700,4541840,5757412,4217508,4506840,4480400,4087128,4513876,3987344,4915988,3971824,4746028,0
56781726,4496960,4102772,5805804,5301000,5513652,4314568,4283508,4221256,4197236,4532820,4114088,4626152,4079480,0,4746028
122110219,4342472,4885660,5449888,4476612,4713408,4520216,3535552,3505428,4797508,4413464,4791412,3855464,0,4079480,3971824
40203959,4303676,3833724,5692556,4356372,6203680,4147824,4954148,4883692,4009188,4340568,3919120,0,3855464,4626152,4915988
116246791,4326076,4730612,5529904,4492952,4763708,4643788,3589872,3570648,4905136,4431292,0,3919120,4791412,4114088,3987344
74950923,4509296,4361224,5883876,4796316,5198240,4479000,3989084,3910168,4483144,0,4431292,4340568,4413464,4532820,4513876
112717311,4367984,4690984,5557124,4551464,4799736,4552380,3625928,3591608,0,4483144,4905136,4009188,4797508,4197236,4087128
38797163,4001688,3429572,5276344,5015284,7563924,3883744,6418996,0,3591608,3910168,3570648,4883692,3505428,4221256,4480400
38792375,4013688,3452276,5332776,3991368,7660544,3880472,0,6418996,3625928,3989084,3589872,4954148,3535552,4283508,4506840
89869687,4531148,4504056,5670228,4571056,5087144,0,3880472,3883744,4552380,4479000,4643788,4147824,4520216,4314568,4217508
38727067,5232884,4648036,6544076,6139072,0,5087144,7660544,7563924,4799736,5198240,4763708,6203680,4713408,5513652,5757412
77567403,4651432,4469560,7069324,0,6139072,4571056,3991368,5015284,4551464,4796316,4492952,4356372,4476612,5301000,4541840
66468851,5764064,4234936,0,7069324,6544076,5670228,5332776,5276344,5557124,5883876,5529904,5692556,5449888,5805804,5749700
123123663,4305036,0,4234936,4469560,4648036,4504056,3452276,3429572,4690984,4361224,4730612,3833724,4885660,4102772,4025776
71566304,0,4305036,5764064,4651432,5232884,4531148,4013688,4001688,4367984,4509296,4326076,4303676,4342472,4496960,4390136
0,71566304,123123663,66468851,77567403,38727067,89869687,38792375,38797163,112717311,74950923,116246791,40203959,122110219,56781726,48536091

