431274,59415,672,4839,534,513,2246,530,1133,581,3588,550,12787,6251,4920,5276,9309,5096,6256,5126,14793,12449,598459,350695,893590,652368,47631,68828,103934,84660,189627,161607,0
57226,110232,1418,2248,140,80,135,123,332,113,8358,2745,3141,40,127,0,24,0,9,0,26345,17038,1417,1769,12916,1269,4052,1398,2118,5295,23320,0,161607
58633,109941,1196,2064,160,119,178,120,478,118,10103,1572,3594,48,119,0,27,0,48,0,23590,20605,1695,1799,12376,1532,4063,1351,1845,7132,0,23320,189627
29625,56344,1785,1971,129,91,1142,933,2453,1382,1350,71,3466,48,59,0,4740,4318,4798,6511,5561,60,5730,4443,5766,4328,9218,8232,10795,0,7132,5295,84660
41568,79291,2747,3554,287,179,1642,1702,3575,1844,2028,225,5393,52,79,0,11286,7430,6839,5230,6166,36,1858,1331,2219,1243,10482,11793,0,10795,1845,2118,103934
29880,54687,1938,2026,153,109,900,959,2797,1129,1470,95,3755,0,59,0,4267,6036,5770,4654,5181,27,1236,862,1287,935,7003,0,11793,8232,1351,1398,68828
20495,37172,810,1169,87,73,1009,907,1453,590,927,73,2214,24,49,24,4285,3502,3200,2822,4395,24,3354,2851,3899,2513,0,7003,10482,9218,4063,4052,47631
25087,48264,1541,2866,964,1008,130,103,224,59,700,54,7036,5165,4492,1271,0,0,0,0,3861,0,7475,4228,8659,0,2513,935,1243,4328,1532,1269,652368
38801,78064,3055,5281,970,1370,163,141,465,110,1321,130,9315,7060,5901,7773,3,0,0,0,5029,27,8620,9454,0,8659,3899,1287,2219,5766,12376,12916,893590
26987,50485,1581,3143,1206,640,81,136,336,52,880,47,7424,2165,3829,5570,0,0,0,0,4850,25,8218,0,9454,4228,2851,862,1331,4443,1799,1769,350695
33723,63850,2414,3758,1408,1194,138,116,416,59,1565,118,11999,4536,6308,4843,24,0,0,0,3953,68,0,8218,8620,7475,3354,1236,1858,5730,1695,1417,598459
26189,331878,424,944,562,3478,16,2,78,0,28956,7871,1489,208,353,235,184,129,131,200,30352,0,68,25,27,0,24,27,36,60,20605,17038,12449
27886,341089,524,874,556,3736,8,2,92,0,29017,7605,1507,206,403,348,233,196,251,141,0,30352,3953,4850,5029,3861,4395,5181,6166,5561,23590,26345,14793
13116,163583,592,1178,608,432,2918,4516,7910,4389,12,0,1079,115,229,136,4370,4412,4850,0,141,200,0,0,0,0,2822,4654,5230,6511,0,0,5126
14116,156129,554,1276,688,571,4787,2173,8550,3899,9,0,154,226,181,168,6122,4151,0,4850,251,131,0,0,0,0,3200,5770,6839,4798,48,9,6256
13842,166860,545,1284,531,612,5244,3906,7371,3257,13,4,130,184,252,241,5855,0,4151,4412,196,129,0,0,0,0,3502,6036,7430,4318,0,0,5096
16088,186715,636,1385,912,663,5538,4761,8056,4844,20,0,316,152,358,275,0,5855,6122,4370,233,184,24,0,3,0,4285,4267,11286,4740,27,24,9309
14315,177181,3670,9162,5249,4494,0,4,58,0,1,0,5198,6680,5995,0,275,241,168,136,348,235,4843,5570,7773,1271,24,0,0,0,0,0,5276
14344,177898,4151,11333,4258,3679,23,24,85,21,101,20,6338,5238,0,5995,358,252,181,229,403,353,6308,3829,5901,4492,49,59,79,59,119,127,4920
14135,174710,3943,11129,3808,3711,0,0,40,18,13,31,5123,0,5238,6680,152,184,226,115,206,208,4536,2165,7060,5165,24,0,52,48,48,40,6251
121526,185105,5957,14018,3790,4559,0,3,52,24,2995,1,0,5123,6338,5198,316,130,154,1079,1507,1489,11999,7424,9315,7036,2214,3755,5393,3466,3594,3141,12787
6611,1050930,417,611,238,210,196,190,523,253,1376,0,1,31,20,0,0,4,0,0,7605,7871,118,47,130,54,73,95,225,71,1572,2745,550
14655,4194993,400,34530,237,249,317,180,469,351,0,1376,2995,13,101,1,20,13,9,12,29017,28956,1565,880,1321,700,927,1470,2028,1350,10103,8358,3588
7180,1045966,424,761,249,259,681,215,612,0,351,253,24,18,21,0,4844,3257,3899,4389,0,0,59,52,110,59,590,1129,1844,1382,118,113,581
7745,2094234,1054,1541,509,430,805,600,0,612,469,523,52,40,85,58,8056,7371,8550,7910,92,78,416,336,465,224,1453,2797,3575,2453,478,332,1133
6469,1051674,454,759,220,158,259,0,600,215,180,190,3,0,24,4,4761,3906,2173,4516,2,2,116,136,141,103,907,959,1702,933,120,123,530
4318,1050875,498,5030,203,295,0,259,805,681,317,196,0,0,23,0,5538,5244,4787,2918,8,16,138,81,163,130,1009,900,1642,1142,178,135,2246
6397,1046643,429,1019,394,0,295,158,430,259,249,210,4559,3711,3679,4494,663,612,571,432,3736,3478,1194,640,1370,1008,73,109,179,91,119,80,513
6575,1047260,464,1319,0,394,203,220,509,249,237,238,3790,3808,4258,5249,912,531,688,608,556,562,1408,1206,970,964,87,153,287,129,160,140,534
9311,2426863,3018,0,1319,1019,5030,759,1541,761,34530,611,14018,11129,11333,9162,1385,1284,1276,1178,874,944,3758,3143,5281,2866,1169,2026,3554,1971,2064,2248,4839
3442,1046930,0,3018,464,429,498,454,1054,424,400,417,5957,3943,4151,3670,636,545,554,592,524,424,2414,1581,3055,1541,810,1938,2747,1785,1196,1418,672
17067,0,1046930,2426863,1047260,1046643,1050875,1051674,2094234,1045966,4194993,1050930,185105,174710,177898,177181,186715,166860,156129,163583,341089,331878,63850,50485,78064,48264,37172,54687,79291,56344,109941,110232,59415
0,17067,3442,9311,6575,6397,4318,6469,7745,7180,14655,6611,121526,14135,14344,14315,16088,13842,14116,13116,27886,26189,33723,26987,38801,25087,20495,29880,41568,29625,58633,57226,431274

