24743078,8099772,7824367,8605108,7877684,7687177,7734264,9522713,0
28418554,10066110,9659393,10439707,9712651,9522748,9591136,0,9522713
24322691,8399920,7893781,8675018,7947302,7786052,0,9591136,7734264
24786578,8100072,7824388,9522104,7877807,0,7786052,9522748,7687177
23897254,8303241,8070623,8811521,0,7877807,7947302,9712651,7877684
25447312,9066522,8758217,0,8811521,9522104,8675018,10439707,8605108
23467101,8247774,0,8758217,8070623,7824388,7893781,9659393,7824367
22118399,0,8247774,9066522,8303241,8100072,8399920,10066110,8099772
0,22118399,23467101,25447312,23897254,24786578,24322691,28418554,24743078

