13709704,1295113,1283448,1575871,1103268,981121,1304344,1280644,1289476,993942,0
7603456,949176,933929,1205968,1909373,2216224,908045,909371,917026,0,993942
18091354,1294564,1281062,1585961,986831,907588,1293087,1291779,0,917026,1289476
17407198,1285277,1293301,1582048,1013260,927690,1294654,0,1291779,909371,1280644
17739759,1293146,1295823,1599000,1029394,893364,0,1294654,1293087,908045,1304344
7597735,944654,921309,1234160,1925325,0,893364,927690,907588,2216224,981121
8010625,1002400,999984,1296876,0,1925325,1029394,1013260,986831,1909373,1103268
19326486,1570318,1575854,0,1296876,1234160,1599000,1582048,1585961,1205968,1575871
16722464,1285679,0,1575854,999984,921309,1295823,1293301,1281062,933929,1283448
16213535,0,1285679,1570318,1002400,944654,1293146,1285277,1294564,949176,1295113
0,16213535,16722464,19326486,8010625,7597735,17739759,17407198,18091354,7603456,13709704

