2513650,471528,7516,27746,4256,4200,17452,5232,4368,4632,4308,4036,20425,22346,47557,39744,27105,30066,37004,27099,26178,47584,65018,32344,3915103,3356850,3364625,6451144,4647691,2916615,1973559,2097196,9493095,9885860,12785397,0
219307,1072980,13552,1424,356,5368,2420,7680,2868,428,14720,11920,29556,0,144,8164,600,144,12,0,0,38640,77080,82500,4948,5332,36300,10844,18832,5168,9676,5916,33744,36088,0,12785397
208429,1059269,13880,2108,332,3856,2572,7564,2824,472,7592,9800,36128,0,0,6632,604,0,84,0,0,47908,86780,50304,5460,5380,39128,9484,17912,6448,8448,5556,33984,0,36088,9885860
223338,1103465,16560,2220,556,4928,2140,8156,4044,640,11988,10624,35488,0,0,7320,744,144,0,144,0,87864,85684,33564,5956,6096,41200,9980,19556,5928,8928,5704,0,33984,33744,9493095
145417,693782,15236,2392,332,4640,17004,15572,10988,6524,672,520,2516,0,0,7732,504,53936,24272,21060,31060,0,20660,432,4664,4748,5744,9800,35976,23688,50040,0,5704,5556,5916,2097196
242905,1158378,17748,2672,556,8964,19004,14396,23640,20652,792,556,3628,0,0,18484,952,42788,61232,38632,50304,144,57756,144,7412,8176,7880,16952,65992,51464,0,50040,8928,8448,9676,1973559
145416,731298,15100,1980,384,4676,20312,15580,10148,4436,520,368,1908,0,0,7176,344,25636,36500,42376,16248,252,21304,144,6780,5864,5796,10732,39084,0,51464,23688,5928,6448,5168,2916615
145546,712845,15244,2320,364,4112,21260,14148,5624,5980,396,280,2544,0,4,7320,368,19304,32976,30548,36284,0,27364,0,15800,16656,14788,27512,0,39084,65992,35976,19556,17912,18832,4647691
260791,1293541,24356,32488,14428,21160,4044,10612,8488,680,884,948,4312,50176,58828,64592,57532,288,0,288,144,576,57864,432,53388,48728,54160,0,27512,10732,16952,9800,9980,9484,10844,6451144
146530,743265,26504,16612,5980,9396,1068,5604,3120,380,280,376,2036,26448,38492,43216,21420,0,64,0,144,0,22948,0,31812,22276,0,54160,14788,5796,7880,5744,41200,39128,36300,3364625
146810,740413,19973,16752,7360,10820,2320,3456,2904,448,316,424,1412,37168,30956,39432,21956,0,0,0,0,0,27656,0,24492,0,22276,48728,16656,5864,8176,4748,6096,5380,5332,3356850
146996,711510,23724,17192,6896,9564,1916,5808,2880,372,532,312,1900,33916,14292,35224,38328,288,0,144,0,0,24976,220,0,24492,31812,53388,15800,6780,7412,4664,5956,5460,4948,3915103
122743,923593,4136,4800,13480,6544,372,1224,696,0,28405,28933,77164,572,484,3540,964,680,700,792,384,48548,52328,0,220,0,0,432,0,144,144,432,33564,50304,82500,32344
123391,964395,3928,4488,15208,6832,504,1068,756,0,32072,27816,85140,884,728,3992,1388,508,644,932,620,53044,0,52328,24976,27656,22948,57864,27364,21304,57756,20660,85684,86780,77080,65018
123272,895006,3960,5880,14856,6264,516,1092,756,0,28220,22488,103425,704,808,4468,1484,828,880,1172,600,0,53044,48548,0,0,0,576,0,252,144,0,87864,47908,38640,47584
88338,640917,5900,7784,4704,4296,45736,24400,25028,22696,8,36,0,388,800,1220,1060,25320,25268,12268,0,600,620,384,0,0,144,144,36284,16248,50304,31060,0,0,0,26178
93970,693167,5148,5792,6324,6000,52316,22848,14357,26452,80,72,96,376,1740,908,1092,25008,37696,0,12268,1172,932,792,144,0,0,288,30548,42376,38632,21060,144,0,0,27099
108246,749571,6396,8296,4940,8324,57428,19705,22032,28509,8,0,0,796,1376,1352,1552,21668,0,37696,25268,880,644,700,0,0,64,0,32976,36500,61232,24272,0,84,12,37004
94737,702705,5452,6580,5884,5420,45105,24848,32432,20304,8,84,72,388,1108,1208,1128,0,21668,25008,25320,828,508,680,288,0,0,288,19304,25636,42788,53936,144,0,144,30066
94144,728788,25724,65664,20656,26725,536,584,632,192,268,248,564,25240,27608,19220,0,1128,1552,1092,1060,1484,1388,964,38328,21956,21420,57532,368,344,952,504,744,604,600,27105
919971,739217,29304,81524,25336,28700,240,480,480,0,8,100,8104,22280,53356,0,19220,1208,1352,908,1220,4468,3992,3540,35224,39432,43216,64592,7320,7176,18484,7732,7320,6632,8164,39744
100342,748962,27372,66281,29545,33772,240,720,480,0,8,104,32,15908,0,53356,27608,1108,1376,1740,800,808,728,484,14292,30956,38492,58828,4,0,0,0,0,0,144,47557
98265,739898,33488,64352,29068,13940,228,480,480,0,180,8,112,0,15908,22280,25240,388,796,376,388,704,884,572,33916,37168,26448,50176,0,0,0,0,0,0,0,22346
76031,3172423,3296,1964,1264,2236,3400,2712,2148,1556,3104,6280,0,112,32,8104,564,72,0,96,0,103425,85140,77164,1900,1412,2036,4312,2544,1908,3628,2516,35488,36128,29556,20425
38021,1057636,1532,780,1084,1344,2088,1180,1032,992,2872,0,6280,8,104,100,248,84,0,72,36,22488,27816,28933,312,424,376,948,280,368,556,520,10624,9800,11920,4036
39891,1059630,1520,588,872,1788,2720,1232,1120,1264,0,2872,3104,180,8,8,268,8,8,80,8,28220,32072,28405,532,316,280,884,396,520,792,672,11988,7592,14720,4308
43333,1055511,1652,840,1528,1644,2876,1220,1440,0,1264,992,1556,0,0,0,192,20304,28509,26452,22696,0,0,0,372,448,380,680,5980,4436,20652,6524,640,472,428,4632
40913,1056250,2828,1772,980,2072,2536,2528,0,1440,1120,1032,2148,480,480,480,632,32432,22032,14357,25028,756,756,696,2880,2904,3120,8488,5624,10148,23640,10988,4044,2824,2868,4368
38955,1062730,3128,1840,1312,1968,2792,0,2528,1220,1232,1180,2712,480,720,480,584,24848,19705,22848,24400,1092,1068,1224,5808,3456,5604,10612,14148,15580,14396,15572,8156,7564,7680,5232
53775,2118574,4308,2472,2236,4596,0,2792,2536,2876,2720,2088,3400,228,240,240,536,45105,57428,52316,45736,516,504,372,1916,2320,1068,4044,21260,20312,19004,17004,2140,2572,2420,17452
38517,1055565,1940,1860,3192,0,4596,1968,2072,1644,1788,1344,2236,13940,33772,28700,26725,5420,8324,6000,4296,6264,6832,6544,9564,10820,9396,21160,4112,4676,8964,4640,4928,3856,5368,4200
39629,1056251,1468,1492,0,3192,2236,1312,980,1528,872,1084,1264,29068,29545,25336,20656,5884,4940,6324,4704,14856,15208,13480,6896,7360,5980,14428,364,384,556,332,556,332,356,4256
62551,2453706,14276,0,1492,1860,2472,1840,1772,840,588,780,1964,64352,66281,81524,65664,6580,8296,5792,7784,5880,4488,4800,17192,16752,16612,32488,2320,1980,2672,2392,2220,2108,1424,27746
22162,1059922,0,14276,1468,1940,4308,3128,2828,1652,1520,1532,3296,33488,27372,29304,25724,5452,6396,5148,5900,3960,3928,4136,23724,19973,26504,24356,15244,15100,17748,15236,16560,13880,13552,7516
135826,0,1059922,2453706,1056251,1055565,2118574,1062730,1056250,1055511,1059630,1057636,3172423,739898,748962,739217,728788,702705,749571,693167,640917,895006,964395,923593,711510,740413,743265,1293541,712845,731298,1158378,693782,1103465,1059269,1072980,471528
0,135826,22162,62551,39629,38517,53775,38955,40913,43333,39891,38021,76031,98265,100342,919971,94144,94737,108246,93970,88338,123272,123391,122743,146996,146810,146530,260791,145546,145416,242905,145417,223338,208429,219307,2513650

