170980913,148748828,150027076,208878776,140627444,153350892,146239700,146521976,122753160,132791060,187354880,138503304,0
157642099,145162584,136237688,206014196,138969396,150785488,151059652,142248316,114087168,121606896,179680932,0,138503304
171093948,157872368,147944764,148950728,193294976,78245588,205088660,92278288,134844528,160111196,0,179680932,187354880
151078868,139603744,132655412,181465960,131502044,138792732,139182224,131628048,109887336,0,160111196,121606896,132791060
129786471,122768304,118183468,156546724,124328032,117180236,125211152,112880748,0,109887336,134844528,114087168,122753160
148568707,138413256,130964952,148246916,153317976,89529820,169292560,0,112880748,131628048,92278288,142248316,146521976
183337654,151884204,156018608,240127060,150087148,171467260,0,169292560,125211152,139182224,205088660,151059652,146239700
144968937,137642540,134826784,142433592,162581296,0,171467260,89529820,117180236,138792732,78245588,150785488,153350892
169127890,151865596,156420636,217309260,0,162581296,150087148,153317976,124328032,131502044,193294976,138969396,140627444
203616899,194784976,190932364,0,217309260,142433592,240127060,148246916,156546724,181465960,148950728,206014196,208878776
160227719,156665180,0,190932364,156420636,134826784,156018608,130964952,118183468,132655412,147944764,136237688,150027076
167700002,0,156665180,194784976,151865596,137642540,151884204,138413256,122768304,139603744,157872368,145162584,148748828
0,167700002,160227719,203616899,169127890,144968937,183337654,148568707,129786471,151078868,171093948,157642099,170980913

