756653844,796025587,953390048,736820525,690893459,839044038,793167227,566146657,114013802,230645179,0
665121729,249774805,246941337,313061204,253850730,234833356,259202152,486675845,8975344728,0,230645179
329455208,341157195,133170159,201481125,170535805,160231001,165139843,370809587,0,8975344728,114013802
745767315,864436415,972009009,758428490,707831873,787962752,690489840,0,370809587,486675845,566146657
735071742,546807081,420549028,363128832,324404178,521467117,0,690489840,165139843,259202152,793167227
528244004,509831497,490645679,462447662,392178725,0,521467117,787962752,160231001,234833356,839044038
557978764,462006789,457442539,573914043,0,392178725,324404178,707831873,170535805,253850730,690893459
648117286,527254303,512927086,0,573914043,462447662,363128832,758428490,201481125,313061204,736820525
2326034235,647066821,0,512927086,457442539,490645679,420549028,972009009,133170159,246941337,953390048
1853092785,0,647066821,527254303,462006789,509831497,546807081,864436415,341157195,249774805,796025587
0,1853092785,2326034235,648117286,557978764,528244004,735071742,745767315,329455208,665121729,756653844

