8,85841126,33926948,426979928,166691820
5,115431809,43996789,545040785,208438800
9,101825333,38840034,490631996,187241968
10,85498436,33897331,425342863,166707652
3,163899590,60716786,738954977,278137812
6,86203135,34318291,428249603,168362048
7,84845474,34055875,422861674,167183496
11,86676704,34775484,430232699,170142740
4,86984575,34280032,431513247,168264116
12,108757372,41179574,518478319,197390332
2,95452545,36641264,465484850,177962704
1,94290805,36300903,460882882,176615544
0,92961657,36142503,455668569,175785490
