962049687,701948740,690702032,7504862468,14001377680,855255824,1442700604,739902332,727260404,8217299520,1484383020,3020949800,8916582844,11264741040,1391976964,0
1552848623,1354294428,1521347296,670028256,875721724,2185834400,1246655004,1674201852,1688617976,1468685160,4116346744,671175784,671534592,543779280,0,1391976964
1423900631,1252439432,447742868,10571897448,12102851316,676775428,3054374264,552173416,482556288,11287119428,447774828,11408420916,11599445796,0,543779280,11264741040
1124046517,578778224,1226173568,7966016776,8047204204,816982956,2288534852,681283888,1412675204,9777872036,567052784,3381982528,0,11599445796,671534592,8916582844
908341895,1263421680,1387473024,3152623548,13759360228,787014608,1132065984,676312020,620952348,3180960836,593856028,0,3381982528,11408420916,671175784,3020949800
3802095711,3200618752,3417822304,567604388,931042348,3890403736,1910681772,3171998672,3755541008,567060140,0,593856028,567052784,447774828,4116346744,1484383020
944894868,578393880,567037992,5900963192,8767325720,1486742724,2509281836,683102740,631612580,0,567060140,3180960836,9777872036,11287119428,1468685160,8217299520
2419500127,1533180136,1994685756,1280080244,880394256,2449225520,1402905912,1674113452,0,631612580,3755541008,620952348,1412675204,482556288,1688617976,727260404
1668863031,1360646164,1408924480,679464972,855959884,1603125456,2622861516,0,1674113452,683102740,3171998672,676312020,681283888,552173416,1674201852,739902332
1519632975,1258786532,1278478324,2042805976,4446197600,1416125916,0,2622861516,1402905912,2509281836,1910681772,1132065984,2288534852,3054374264,1246655004,1442700604
2245388559,1482694360,1516520752,1614421596,1043539160,0,1416125916,1603125456,2449225520,1486742724,3890403736,787014608,816982956,676775428,2185834400,855255824
2670267513,826803756,834798120,8498701500,0,1043539160,4446197600,855959884,880394256,8767325720,931042348,13759360228,8047204204,12102851316,875721724,14001377680
957956336,578281404,567990664,0,8498701500,1614421596,2042805976,679464972,1280080244,5900963192,567604388,3152623548,7966016776,10571897448,670028256,7504862468
2121385478,1431389480,0,567990664,834798120,1516520752,1278478324,1408924480,1994685756,567037992,3417822304,1387473024,1226173568,447742868,1521347296,690702032
2162447664,0,1431389480,578281404,826803756,1482694360,1258786532,1360646164,1533180136,578393880,3200618752,1263421680,578778224,1252439432,1354294428,701948740
0,2162447664,2121385478,957956336,2670267513,2245388559,1519632975,1668863031,2419500127,944894868,3802095711,908341895,1124046517,1423900631,1552848623,962049687

