420133,59003,4458,1053,852,536,6935,517,509,575,9237,10343,7804,11870,36892,11428,10164,11774,7754305,7553145,5709557,7611373,3010623,3246059,3461514,4066108,0
42524,81819,801,2627,2204,100,4701,1441,1037,2411,0,1,0,3269,18349,5485,9400,8756,2703,2410,2064,2913,10749,7377,4902,0,4066108
42473,83893,930,3280,1695,200,5914,788,1046,2260,0,1,0,2977,18212,8617,9326,5234,3074,3390,3420,2462,12768,7170,0,4902,3461514
43854,81861,729,3199,1675,160,5554,978,1141,2132,0,1,0,3305,15985,9435,10719,6492,2702,3203,2638,2206,8910,0,7170,7377,3246059
44279,82829,750,2954,1917,168,5703,1583,1302,1972,0,31,0,3584,22092,5114,5544,9652,5752,5939,5026,5100,0,8910,12768,10749,3010623
41643,82348,4943,4374,2335,785,776,150,89,1003,5178,8328,6327,12740,11234,442,585,301,6770,7687,4554,0,5100,2206,2462,2913,7611373
43737,85842,5321,3679,2718,1198,1000,230,141,1128,7243,6552,5308,15112,11018,62,581,724,7302,7270,0,4554,5026,2638,3420,2064,5709557
51789,93293,6797,2505,2185,928,944,103,71,1325,8644,9579,7347,10035,18115,303,576,440,13303,0,7270,7687,5939,3203,3390,2410,7553145
49797,93407,5637,2648,2258,1654,665,146,52,788,7276,9697,6327,11067,17709,443,440,166,0,13303,7302,6770,5752,2702,3074,2703,7754305
19860,239440,3305,621,560,211,20831,2132,5090,4129,269,448,168,1009,4235,11168,7220,0,166,440,724,301,9652,6492,5234,8756,11774
23584,280273,3708,566,670,342,20317,4898,3828,4655,156,272,171,966,6224,5856,0,7220,440,576,581,585,5544,10719,9326,9400,10164
19523,236922,3237,604,528,203,17772,3233,3246,3587,252,355,157,973,4549,0,5856,11168,443,303,62,442,5114,9435,8617,5485,11428
19199,227864,2845,544,675,252,17680,4998,2502,3774,196,319,167,943,0,4549,6224,4235,17709,18115,11018,11234,22092,15985,18212,18349,36892
25616,321883,26108,5353,6044,4930,2597,31,49,207,8772,10461,8106,0,943,973,966,1009,11067,10035,15112,12740,3584,3305,2977,3269,11870
18507,228156,19583,4434,3077,3733,2,41,1,232,6337,7129,0,8106,167,157,171,168,6327,7347,5308,6327,0,0,0,0,7804
22999,276485,23530,4938,5895,4946,10,1,3,248,7595,0,7129,10461,319,355,272,448,9697,9579,6552,8328,31,1,1,1,10343
126097,249780,21703,5158,3725,3716,10,7,45,225,0,7595,6337,8772,196,252,156,269,7276,8644,7243,5178,0,0,0,0,9237
6781,1046064,2142,537,473,201,1046,544,503,0,225,248,232,207,3774,3587,4655,4129,788,1325,1128,1003,1972,2132,2260,2411,575
6313,1049561,1961,583,460,177,364,288,0,503,45,3,1,49,2502,3246,3828,5090,52,71,141,89,1302,1141,1046,1037,509
6427,1046376,904,560,513,214,422,0,288,544,7,1,41,31,4998,3233,4898,2132,146,103,230,150,1583,978,788,1441,517
17175,4523764,3227,957,878,355,0,422,364,1046,10,10,2,2597,17680,17772,20317,20831,665,944,1000,776,5703,5554,5914,4701,6935
6574,1047539,1158,1164,329,0,355,214,177,201,3716,4946,3733,4930,252,203,342,211,1654,928,1198,785,168,160,200,100,536
6466,1051815,2528,886,0,329,878,513,460,473,3725,5895,3077,6044,675,528,670,560,2258,2185,2718,2335,1917,1675,1695,2204,852
6614,1051628,2511,0,886,1164,957,560,583,537,5158,4938,4434,5353,544,604,566,621,2648,2505,3679,4374,2954,3199,3280,2627,1053
15993,5238371,0,2511,2528,1158,3227,904,1961,2142,21703,23530,19583,26108,2845,3237,3708,3305,5637,6797,5321,4943,750,729,930,801,4458
17024,0,5238371,1051628,1051815,1047539,4523764,1046376,1049561,1046064,249780,276485,228156,321883,227864,236922,280273,239440,93407,93293,85842,82348,82829,81861,83893,81819,59003
0,17024,15993,6614,6466,6574,17175,6427,6313,6781,126097,22999,18507,25616,19199,19523,23584,19860,49797,51789,43737,41643,44279,43854,42473,42524,420133

