20446805,1607856,1603460,1467421,1623031,1614047,1616737,1099763,1108016,0
8454345,1422429,1123250,2555810,1110081,1124142,1153141,2597222,0,1108016
8446986,1412898,1122105,2530837,1118448,1115637,1142274,0,2597222,1099763
14894365,1592931,1580740,1643125,1607242,1678146,0,1142274,1153141,1616737
15968487,1680273,1578843,1562541,1613257,0,1678146,1115637,1124142,1614047
21924411,1605326,1615097,1447158,0,1613257,1607242,1118448,1110081,1623031
15577378,1444519,1456125,0,1447158,1562541,1643125,2530837,2555810,1467421
20999939,1621267,0,1456125,1615097,1578843,1580740,1122105,1123250,1603460
22856505,0,1621267,1444519,1605326,1680273,1592931,1412898,1422429,1607856
0,22856505,20999939,15577378,21924411,15968487,14894365,8446986,8454345,20446805

