40028212,10987938,10693605,10578411,10649971,31435311,11080632,29721871,10276499,14991969,16824368,0
38912133,1875699,1131019,2151618,35423618,1381714,2650691,2279925,43101738,1660806,0,16824368
63263126,6362614,4523381,5748500,29494361,4630496,5428953,6535849,3480395,0,1660806,14991969
33074168,1901912,1082828,2071206,1221777,1106181,38548460,2094433,0,3480395,43101738,10276499
31707125,2712032,2549532,25131204,2981313,2172387,2998132,0,2094433,6535849,2279925,29721871
29374399,2723246,2643298,31823378,2564670,2180080,0,2998132,38548460,5428953,2650691,11080632
27612157,1846467,20742086,1818627,1556772,0,2180080,2172387,1106181,4630496,1381714,31435311
41319145,1846319,1099462,2249500,0,1556772,2564670,2981313,1221777,29494361,35423618,10649971
28226380,2278590,2277146,0,2249500,1818627,31823378,25131204,2071206,5748500,2151618,10578411
33279131,20069271,0,2277146,1099462,20742086,2643298,2549532,1082828,4523381,1131019,10693605
50614921,0,20069271,2278590,1846319,1846467,2723246,2712032,1901912,6362614,1875699,10987938
0,50614921,33279131,28226380,41319145,27612157,29374399,31707125,33074168,63263126,38912133,40028212

