124908867,7038028,6511380,6896680,7560480,6191420,6129920,12160236,6100292,5064616,6559908,5673284,10333976,10414152,20736416,0
221531387,19586388,18833176,25487948,22067840,23231508,24115832,24684916,25926332,18663504,24653224,19766580,26273216,40754924,0,20736416
157786579,9993448,10644776,13495308,12104808,11915040,12807364,14389764,12221052,9719092,10962092,9930412,16710540,0,40754924,10414152
126274311,13792916,12461820,13846616,12990680,11885904,11732576,13003864,12864204,8310016,11868736,10188128,0,16710540,26273216,10333976
122963279,6343412,6542488,6344484,4998672,7498540,5738424,10999912,6292748,4867580,5190116,0,10188128,9930412,19766580,5673284
134959235,6744548,7322528,8653988,7614252,7280548,7489860,11612328,7946208,6034880,0,5190116,11868736,10962092,24653224,6559908
120264559,6060496,5194596,6887964,6781196,6690880,6639816,9060152,5668296,0,6034880,4867580,8310016,9719092,18663504,5064616
133979487,7415460,6955508,7837756,7561628,7415100,7977056,10995432,0,5668296,7946208,6292748,12864204,12221052,25926332,6100292
125934355,11788672,11293928,11732044,10718188,9688164,11271352,0,10995432,9060152,11612328,10999912,13003864,14389764,24684916,12160236
133430667,7360496,6251004,8048272,8377220,8427936,0,11271352,7977056,6639816,7489860,5738424,11732576,12807364,24115832,6129920
129192219,6948564,7264412,8112928,8355364,0,8427936,9688164,7415100,6690880,7280548,7498540,11885904,11915040,23231508,6191420
130864823,6913280,7252972,7841932,0,8355364,8377220,10718188,7561628,6781196,7614252,4998672,12990680,12104808,22067840,7560480
131925807,9385312,7610592,0,7841932,8112928,8048272,11732044,7837756,6887964,8653988,6344484,13846616,13495308,25487948,6896680
10275470,6833088,0,7610592,7252972,7264412,6251004,11293928,6955508,5194596,7322528,6542488,12461820,10644776,18833176,6511380
10805140,0,6833088,9385312,6913280,6948564,7360496,11788672,7415460,6060496,6744548,6343412,13792916,9993448,19586388,7038028
0,10805140,10275470,131925807,130864823,129192219,133430667,125934355,133979487,120264559,134959235,122963279,126274311,157786579,221531387,124908867

