413939,58835,591,782,522,705,2493,511,510,588,702,579,536,1725,4200,529,570,2979,3430,5049,5573,4425,4403,5521,7723,6870,5419,5982,3603,12747,6265,6508,807364,856213,390605,617915,1202402,616145,802486,1463134,56953,69436,47296,57924,55756,62171,66765,0
24185,48122,135,2475,87,497,241,159,112,87,1173,69,98,134,2078,1468,905,0,0,48,0,0,24,27,0,75,0,0,24,1786,8165,13302,1705,1704,1465,1956,3128,1373,1376,1036,1711,1228,1694,1545,7377,9540,0,66765
29435,55306,268,2988,87,495,547,125,112,114,1346,104,109,272,1617,1938,2098,24,0,55,27,14,48,0,24,48,0,27,48,5384,9145,14528,1285,1073,733,1075,3152,542,488,608,1219,1162,865,788,6805,0,9540,62171
26965,50515,167,2582,104,703,366,109,112,124,1080,111,171,241,2295,1055,1736,24,0,49,72,0,0,3,3,24,0,48,72,12142,5151,10215,1100,829,813,1031,2928,545,748,620,788,943,1013,851,0,6805,7377,55756
22475,42801,29,1132,64,202,273,68,64,61,1773,1576,957,632,115,62,43,0,0,45,0,0,24,24,0,4463,2686,1935,5875,430,142,3079,568,512,373,4501,1738,511,499,459,6512,3510,4666,0,851,788,1545,57924
22414,42384,77,1268,54,283,261,121,58,85,1954,882,1171,890,86,55,69,0,0,45,0,0,0,24,0,3137,3447,5960,2925,155,293,2599,487,460,433,4672,1696,369,475,449,4328,4130,0,4666,1013,865,1694,47296
22726,42536,103,1451,48,369,139,93,30,37,1236,768,1464,1094,42,58,60,0,0,45,0,0,27,0,0,4178,4762,4439,2046,8,297,3400,583,432,378,4564,2686,1600,1463,1298,5692,0,4130,3510,943,1162,1228,69436
26884,50378,142,2205,85,340,360,137,46,72,2128,1460,733,1245,63,102,86,0,0,51,0,0,0,0,12,5797,5709,5413,2033,604,156,3270,714,615,463,5080,2219,719,786,529,0,5692,4328,6512,788,1219,1711,56953
23248,44480,57,1459,50,244,1413,623,1156,1161,810,58,52,125,67,28,71,0,0,47,24,2804,4850,3815,4375,0,0,0,24,27,24,3209,477,675,532,4018,5053,2074,3127,0,529,1298,449,459,620,608,1036,1463134
24399,44468,46,1242,37,171,840,1203,991,1381,595,36,30,55,39,54,44,0,0,49,0,4946,4110,2578,3839,0,0,0,27,48,0,3178,680,407,545,4017,4439,3816,0,3127,786,1463,475,499,748,488,1376,802486
