14,7996535257,4445991210,62201044643,35856648008
13,7872760609,4445991203,61705946175,35856647980
12,7901197889,4453132844,61972698294,35926204520
11,7747475758,4453133142,61357805375,35926203152
10,7801466913,4453132666,61573770715,35926201272
9,7747271532,4453132949,61356988779,35926202380
8,7753309351,4453133630,61381139215,35926205104
7,7745019496,4453133443,61347979991,35926204356
4,7752553517,4453133696,61378115799,35926205368
5,7750857828,4453133411,61371335407,35926205508
6,7725532835,4453133833,61270033075,35926205916
3,7904917207,4462776108,62037164687,36003348408
2,7905156504,4462776108,62038121959,36003348408
1,9702623402,5559260461,76617313323,44838097032
0,9753780515,5560944882,76823554368,44844160226
