77563951,17621328,12670428,194794876,22755948,28697812,76612092,15580268,332599492,275550392,0
86130527,19347184,16439552,200394256,24503752,35062624,84837828,222880104,23308372,0,275550392
86179007,31160976,24238056,200878564,296474472,33646084,126674812,36978640,0,23308372,332599492
115201243,39424188,35436320,219756764,45460180,58593044,109682700,0,36978640,222880104,15580268
152294135,79993728,209606440,342771740,80851184,84000872,0,109682700,126674812,84837828,76612092
85406231,29017200,29529444,516358040,235592576,0,84000872,58593044,33646084,35062624,28697812
81036784,26646548,22681968,201434328,0,235592576,80851184,45460180,296474472,24503752,22755948
278266521,207391712,201834436,0,201434328,516358040,342771740,219756764,200878564,200394256,194794876
75749202,148084056,0,201834436,22681968,29529444,209606440,35436320,24238056,16439552,12670428
207821606,0,148084056,207391712,26646548,29017200,79993728,39424188,31160976,19347184,17621328
0,207821606,75749202,278266521,81036784,85406231,152294135,115201243,86179007,86130527,77563951

