229020427,17719244,19596676,17894644,46261708,16847724,19894168,14806420,16314236,19754932,0
192272435,13823472,17344660,13563676,38884124,17631788,15570896,13403440,13160472,0,19754932
192450199,11849524,13768364,12320712,30760896,12169228,13686720,10558032,0,13160472,16314236
191769175,11051536,11081400,9613588,28326332,12378972,12086896,0,10558032,13403440,14806420
212596383,14204868,15702136,14764368,39603756,15763408,0,12086896,13686720,15570896,19894168
211132215,14275472,15164372,15350992,35731564,0,15763408,12378972,12169228,17631788,16847724
301041639,32658528,36152652,32770932,0,35731564,39603756,28326332,30760896,38884124,46261708
186884491,14139576,15257164,0,32770932,15350992,14764368,9613588,12320712,13563676,17894644
207021939,13421324,0,15257164,36152652,15164372,15702136,11081400,13768364,17344660,19596676
29676912,0,13421324,14139576,32658528,14275472,14204868,11051536,11849524,13823472,17719244
0,29676912,207021939,186884491,301041639,211132215,212596383,191769175,192450199,192272435,229020427

