499790349,403470199,433614526,187627353,811139844,150410764,182883936,281371989,516083978,159803135,373476466,412837407,396070383,0
416375506,422459310,446630176,188138438,902996259,159333015,189395771,287748983,305088444,164361760,422525160,544721252,0,396070383
349196366,436823450,432184507,94971614,729468675,90629308,95740580,164882722,324551835,93112558,360740304,0,544721252,412837407
779841334,473802618,403184703,345257502,785772837,192478734,164665586,274678868,346597501,146073203,0,360740304,422525160,373476466
97400907,176085022,190415964,966683724,75726282,1359852001,2979291616,2290084649,304242283,0,146073203,93112558,164361760,159803135
272385335,328999312,325668852,261024643,298500880,293289864,594007126,669615599,0,304242283,346597501,324551835,305088444,516083978
391700691,189582067,193317210,1621935873,208544086,2869768247,2222006640,0,669615599,2290084649,274678868,164882722,287748983,281371989
138441380,240410264,88239075,2872599143,74280891,3553947798,0,2222006640,594007126,2979291616,164665586,95740580,189395771,182883936
95597586,91878611,221188734,1539149263,76037890,0,3553947798,2869768247,293289864,1359852001,192478734,90629308,159333015,150410764
584708371,823429675,783538135,74476333,0,76037890,74280891,208544086,298500880,75726282,785772837,729468675,902996259,811139844
102738473,92341275,88301598,0,74476333,1539149263,2872599143,1621935873,261024643,966683724,345257502,94971614,188138438,187627353
1382167460,475280876,0,88301598,783538135,221188734,88239075,193317210,325668852,190415964,403184703,432184507,446630176,433614526
1054451810,0,475280876,92341275,823429675,91878611,240410264,189582067,328999312,176085022,473802618,436823450,422459310,403470199
0,1054451810,1382167460,102738473,584708371,95597586,138441380,391700691,272385335,97400907,779841334,349196366,416375506,499790349

