4194106912,190491406,180516884,189689490,219304226,208987176,372336253,312939219,0
4186734355,195614337,187197758,197547100,222419253,257587926,192123224,0,312939219
3673210581,174588940,165115327,179573877,217963307,201584072,0,192123224,372336253
4206587585,207052616,198127017,203985556,346029733,0,201584072,257587926,208987176
4230695422,214707610,206761925,401029634,0,346029733,217963307,222419253,219304226
4181495823,183011037,361879425,0,401029634,203985556,179573877,197547100,189689490
4170876625,359025062,0,361879425,206761925,198127017,165115327,187197758,180516884
641698192,0,359025062,183011037,214707610,207052616,174588940,195614337,190491406
0,641698192,4170876625,4181495823,4230695422,4206587585,3673210581,4186734355,4194106912

