6501836,758901,772722,784546,1338389,739828,1037742,1060864,702271,760215,726818,777103,0
10570666,877053,904993,894555,789985,856469,819673,1167547,811102,882863,855316,0,777103
18350908,1033732,841524,1065778,738487,903534,845472,1233374,920619,867417,0,855316,726818
12547107,872215,872505,884413,770646,860491,841344,1175016,839561,0,867417,882863,760215
18785365,870069,832113,812297,685044,881183,739488,1131580,0,839561,920619,811102,702271
12927210,1186214,1191045,1178387,1069152,1215685,1105759,0,1131580,1175016,1233374,1167547,1060864
6645794,811220,825788,887898,1055303,799283,0,1105759,739488,841344,845472,819673,1037742
16220341,860260,873984,839645,743693,0,799283,1215685,881183,860491,903534,856469,739828
6509314,745619,779619,788440,0,743693,1055303,1069152,685044,770646,738487,789985,1338389
9481903,872289,877141,0,788440,839645,887898,1178387,812297,884413,1065778,894555,784546
12512489,866017,0,877141,779619,873984,825788,1191045,832113,872505,841524,904993,772722
12840947,0,866017,872289,745619,860260,811220,1186214,870069,872215,1033732,877053,758901
0,12840947,12512489,9481903,6509314,16220341,6645794,12927210,18785365,12547107,18350908,10570666,6501836

