11852627,750861,745178,767449,1032176,729290,620553,728325,756356,780793,620275,692684,744870,0
9064040,769034,737775,788178,1003366,700496,651558,685180,766121,735823,647260,723970,0,744870
6034981,700141,665860,745769,939244,644113,975550,674830,721409,692641,957033,0,723970,692684
5973438,630768,618495,640015,899052,595513,1244798,583698,649704,634196,0,957033,647260,620275
11601801,749963,738158,757836,1022426,728615,628501,713863,744270,0,634196,692641,735823,780793
10147621,767173,746915,797359,1022507,723123,654154,707809,0,744270,649704,721409,766121,756356
17210634,709141,735158,747673,1057371,761941,587952,0,707809,713863,583698,674830,685180,728325
5979758,633405,622981,669222,908099,601607,0,587952,654154,628501,1244798,975550,651558,620553
16153093,725537,734390,733756,1053488,0,601607,761941,723123,728615,595513,644113,700496,729290
16099709,1049464,1039872,1238350,0,1053488,908099,1057371,1022507,1022426,899052,939244,1003366,1032176
10836637,863924,748773,0,1238350,733756,669222,747673,797359,757836,640015,745769,788178,767449
12854169,753583,0,748773,1039872,734390,622981,735158,746915,738158,618495,665860,737775,745178
9743685,0,753583,863924,1049464,725537,633405,709141,767173,749963,630768,700141,769034,750861
0,9743685,12854169,10836637,16099709,16153093,5979758,17210634,10147621,11601801,5973438,6034981,9064040,11852627

