15885432,3446546,3188319,3271479,3183060,3275748,3181905,3772731,4393561,3181054,3195809,3192095,3182329,0
16928105,3442502,3178459,3265930,3177950,3266163,3177705,3767830,4391641,3176778,3178437,3177761,0,3182329
18578099,3441412,3179356,3266457,3176983,3266036,3179944,3767185,4391200,3176336,3177492,0,3177761,3192095
18300689,3442159,3180182,3267112,3177599,3266614,3177031,3767464,4391911,3176917,0,3177492,3178437,3195809
18249709,3441317,3177246,3265497,3176961,3264924,3176906,3766924,4391729,0,3176917,3176336,3176778,3181054
20819410,4790376,4392116,4481284,4391917,4480627,4391632,4981878,0,4391729,4391911,4391200,4391641,4393561
19450319,4081181,3767893,3872409,3767617,3872131,3767699,0,4981878,3766924,3767464,3767185,3767830,3772731
17946047,3441358,3178692,3265570,3177556,3266397,0,3767699,4391632,3176906,3177031,3179944,3177705,3181905
18268942,3540453,3267976,3356101,3265698,0,3266397,3872131,4480627,3264924,3266614,3266036,3266163,3275748
17747074,3442135,3178197,3266327,0,3265698,3177556,3767617,4391917,3176961,3177599,3176983,3177950,3183060
17240751,3541503,3267006,0,3266327,3356101,3265570,3872409,4481284,3265497,3267112,3266457,3265930,3271479
17332827,3443463,0,3267006,3178197,3267976,3178692,3767893,4392116,3177246,3180182,3179356,3178459,3188319
18610306,0,3443463,3541503,3442135,3540453,3441358,4081181,4790376,3441317,3442159,3441412,3442502,3446546
0,18610306,17332827,17240751,17747074,18268942,17946047,19450319,20819410,18249709,18300689,18578099,16928105,15885432

