2826316,4096668,2141310,2113875,2104081,2111387,2088375,2101704,0
1905900,4107822,2127704,2121790,2111650,2071197,2088090,0,2101704
1875610,4071484,2127769,2086589,2091291,2083034,0,2088090,2088375
1865257,4091430,2094889,2083394,2107193,0,2083034,2071197,2111387
3567709,4120216,2217991,2123108,0,2107193,2091291,2111650,2104081
1741010,4093413,2151627,0,2123108,2083394,2086589,2121790,2113875
1750285,4138664,0,2151627,2217991,2094889,2127769,2127704,2141310
3947137,0,4138664,4093413,4120216,4091430,4071484,4107822,4096668
0,3947137,1750285,1741010,3567709,1865257,1875610,1905900,2826316

