22130174,32715148,16835908,16811308,16662832,16850008,16666220,16762304,0
14766835,32804252,16796276,16887308,16729840,16546008,16682460,0,16762304
14524522,32529872,16830684,16625092,16589592,16649552,0,16682460,16666220
14441702,32687876,16553604,16599260,16716136,0,16649552,16546008,16850008
24222549,32796732,17121676,16785188,0,16716136,16589592,16729840,16662832
13447726,32719732,16892740,0,16785188,16599260,16625092,16887308,16811308
13521902,32872336,0,16892740,17121676,16553604,16830684,16796276,16835908
31096750,0,32872336,32719732,32796732,32687876,32529872,32804252,32715148
0,31096750,13521902,13447726,24222549,14441702,14524522,14766835,22130174

