161053468,12793932,12827676,10539340,12977920,12912372,12933892,8798100,8864124,0
65115744,10179412,8985996,19246456,8843712,8993136,9225120,20777760,0,8864124
65029788,10103164,8976836,19046676,8855988,8925080,9138188,0,20777760,8798100
116636872,12608532,12645908,11944980,12822604,13425164,0,9138188,9225120,12933892
125244616,12890736,12630740,11300308,12819356,0,13425164,8925080,8993136,12912372
172654776,12815352,12883696,10377236,0,12819356,12822604,8855988,8843712,12977920
120903084,10341604,10448976,0,10377236,11300308,11944980,19046676,19246456,10539340
165469112,12830524,0,10448976,12883696,12630740,12645908,8976836,8985996,12827676
181410468,0,12830524,10341604,12815352,12890736,12608532,10103164,10179412,12793932
0,181410468,165469112,120903084,172654776,125244616,116636872,65029788,65115744,161053468

