14086065,4369701,3132081,28038351,5551640,7093872,13966086,3264788,45104827,37413538,0
16274316,4836695,4109840,29522409,6123818,8720217,16069337,30733649,5421489,0,37413538
15163169,7396146,5665470,29209610,41222322,7787267,20936893,8289840,0,5421489,45104827
22981899,9258731,8261239,33778413,10786012,14025496,21686375,0,8289840,30733649,3264788
25022778,14594121,31082030,48905551,15006276,15715136,0,21686375,20936893,16069337,13966086
16029999,7206482,7332274,69910898,34063054,0,15715136,14025496,7787267,8720217,7093872
14986901,6661555,5669916,29411479,0,34063054,15006276,10786012,41222322,6123818,5551640
40157659,30232784,28829586,0,29411479,69910898,48905551,33778413,29209610,29522409,28038351
13440363,21188987,0,28829586,5669916,7332274,31082030,8261239,5665470,4109840,3132081
30717543,0,21188987,30232784,6661555,7206482,14594121,9258731,7396146,4836695,4369701
0,30717543,13440363,40157659,14986901,16029999,25022778,22981899,15163169,16274316,14086065

