2805977957,110161280,121321813,107791048,275186760,211487885,214862352,111653077,93744373,471914348,0
2780060771,89971088,97439870,90474843,231961648,175354645,181759434,93722817,469663193,0,471914348
2794373583,104790460,110524986,104869474,237979269,183268469,192270937,291135697,0,469663193,93744373
2810444168,120557102,126265231,120583391,250054354,199748617,521352676,0,291135697,93722817,111653077
3450787490,211171290,219223882,213351097,342897033,526017353,0,521352676,192270937,181759434,214862352
3442242579,202810156,208507652,206507658,568886334,0,526017353,199748617,183268469,175354645,211487885
3503277837,257860902,265515972,576763397,0,568886334,342897033,250054354,237979269,231961648,275186760
3348586809,120132965,524196325,0,576763397,206507658,213351097,120583391,104869474,90474843,107791048
3014175608,520744790,0,524196325,265515972,208507652,219223882,126265231,110524986,97439870,121321813
544282838,0,520744790,120132965,257860902,202810156,211171290,120557102,104790460,89971088,110161280
0,544282838,3014175608,3348586809,3503277837,3442242579,3450787490,2810444168,2794373583,2780060771,2805977957

