2581690,482400,7020,78590,14366,123012,98359,74387,93888,162628,127974138,135853087,157722960,144837068,0
621478,3074183,39776,159024,36136,186424,133660,108608,169704,230592,88764,136364,159308,0,144837068
618889,3056311,46513,155436,29788,184720,108312,132804,162252,228032,91280,136116,0,159308,157722960
393970,1927049,24140,106488,14572,105240,110596,60580,79332,154316,88916,0,136116,136364,135853087
382840,1916908,18552,99245,10204,103316,65668,88588,57860,185976,0,88916,91280,88764,127974138
288258,2212884,22368,329432,33844,36500,55720,118216,75936,0,185976,154316,228032,230592,162628
295753,2184126,22928,351664,22009,38521,78732,63628,0,75936,57860,79332,162252,169704,93888
278140,2110231,25988,307404,19320,39508,84692,0,63628,118216,88588,60580,132804,108608,74387
1087668,2018138,20432,327804,19160,34884,0,84692,78732,55720,65668,110596,108312,133660,98359
38755,1059344,4156,68532,5120,0,34884,39508,38521,36500,103316,105240,184720,186424,123012
28603,1066427,19928,27408,0,5120,19160,19320,22009,33844,10204,14572,29788,36136,14366
311416,13012617,30812,0,27408,68532,327804,307404,351664,329432,99245,106488,155436,159024,78590
22191,1057642,0,30812,19928,4156,20432,25988,22928,22368,18552,24140,46513,39776,7020
135053,0,1057642,13012617,1066427,1059344,2018138,2110231,2184126,2212884,1916908,1927049,3056311,3074183,482400
0,135053,22191,311416,28603,38755,1087668,278140,295753,288258,382840,393970,618889,621478,2581690

