4,499698508,70526012,3839084592,726032140
2,548981762,70530674,4036222063,726055976
9,486988936,72150674,3816788835,741313152
10,506292257,70526931,3865458886,726036464
13,519442372,72845343,3954582379,749071844
5,482926714,71424014,3779899338,734416728
11,485102862,70528026,3780701996,726040756
3,493499953,72136906,3842821766,741103400
7,490256380,72567661,3837218217,745135272
8,489092888,70529359,3796663528,726049348
12,505095259,70579081,3860696901,726809316
6,490092562,72136788,3829190335,741101652
14,511946616,72374801,3918674547,743307030
1,493655133,72918627,3852983234,749723036
0,517873075,76295329,4043723324,782929111
