29863914,23749524,10852504,11008908,10938276,10780952,11138004,10648916,10548688,10567200,0
10325470,23848504,10961244,11068476,10830164,10726860,11039540,10509296,10623668,0,10567200
10302382,23657012,10875316,11008448,10715328,10670376,10997516,10637708,0,10623668,10548688
10374266,23601964,10788348,10729768,10744504,10622368,10888560,0,10637708,10509296,10648916
9487598,23712948,11141056,10986820,10782108,11194040,0,10888560,10997516,11039540,11138004
10471166,23707276,11123668,10997136,10909916,0,11194040,10622368,10670376,10726860,10780952
9177246,23204624,10951640,10905284,0,10909916,10782108,10744504,10715328,10830164,10938276
9486854,24000692,11385832,0,10905284,10997136,10986820,10729768,11008448,11068476,11008908
8631066,23786176,0,11385832,10951640,11123668,11141056,10788348,10875316,10961244,10852504
26797830,0,23786176,24000692,23204624,23707276,23712948,23601964,23657012,23848504,23749524
0,26797830,8631066,9486854,9177246,10471166,9487598,10374266,10302382,10325470,29863914

