47,5537336,1940150,37099456,13702133
46,104984982,55382293,466980543,232802811
45,119634089,63514261,533249901,269814911
44,108515691,57489080,483205195,245453505
43,96119831,50983344,430103596,214792227
42,95138987,50529411,426207113,213224217
41,92924123,49553025,417402504,210309304
40,109669883,58401371,490674082,247373226
39,96704788,49736649,422242783,215776986
38,95660256,49980478,421886035,215988869
37,97781243,50647320,429323775,215203981
36,96554982,49650762,420880447,217220192
35,106151487,55157652,467021673,235963860
34,90030503,45921354,391016190,198351325
33,87762551,45146505,381655749,197214536
32,107114953,54787298,465664823,236462912
31,14366521,4923489,106201718,34008399
30,17305920,5934188,127925845,40991296
29,13377355,4606352,98841828,31823394
28,11223066,3847466,82962349,26575564
27,14773490,5064654,109207156,34984263
26,13461981,4617495,99508143,31896253
25,14819326,5083292,109539617,35113762
24,12855522,4412908,95016479,30483596
23,13760101,4715117,101719757,32568939
22,14054455,4815118,103898268,33259898
21,13608682,4669313,100589095,32254086
20,18178431,6235417,134370925,43071806
19,11417480,3917960,84391967,27065005
18,11638840,3987709,86039938,27543954
17,12955739,4435011,95782628,30632408
16,41963333,14715619,189132071,59049800
15,41975124,14717799,189156250,59041641
14,55392125,19434413,249720022,78030251
13,42185561,14792310,190115754,59347043
12,42011001,14730978,189326837,59099722
11,41956152,14713494,189105468,59044665
10,42150396,14779810,189954849,59295564
9,42035984,14740095,189444508,59139345
8,42098693,14760695,189706826,59210017
7,41975633,14717999,189158616,59042485
6,42166356,14788415,190071681,59356214
5,41966903,14715810,189132318,59041347
4,42087533,14757367,189665613,59201990
3,42180072,14789740,190082792,59332294
2,41969916,14716614,189144880,59044654
1,3974836,2551590,72683125,34878928
0,2560285,782419,15387010,4839291
