15863,28831,1747,1471,357,391,98,64,56,42,675,2849,1244,2389,4713,0,0,0,1868,4040,1936,4587,1861,571,598,421,966,198601,13959,0
62963,116718,8147,4264,2146,4136,618,324,374,304,2591,11896,8348,13660,11549,42,0,30,5523,16203,13638,33563,16150,9433,9926,9289,31564,824611,0,13959
436189,58107,4663,549,494,756,2808,498,527,557,3926,9602,5917,4842,8112,8487,5625,7429,6043,27416,45961,277882,69376,62279,95679,58540,2517022,0,824611,198601
115381,217992,1289,1144,127,1125,352,191,249,155,21519,0,241,1056,24,0,0,48,3408,126732,14046,2632,6975,2689,32923,2240,0,2517022,31564,966
29034,53906,240,573,13,225,2196,1148,697,1176,449,0,59,459,24,6891,2925,3162,5716,3942,7607,1090,10813,8089,7231,0,2240,58540,9289,421
30819,56197,512,497,54,322,2523,848,1109,1097,585,0,63,459,0,3266,5842,5683,5700,3804,7890,1179,9922,7440,0,7231,32923,95679,9926,598
29904,53249,403,502,43,121,1721,994,1414,1282,629,0,88,441,0,3318,4420,5522,6642,3929,7872,1156,9723,0,7440,8089,2689,62279,9433,571
32562,58807,406,426,90,525,2393,1207,1266,1081,680,0,66,481,0,5547,5435,3458,6795,4473,9545,3852,0,9723,9922,10813,6975,69376,16150,1861
31692,62902,2817,2102,1220,2548,274,173,124,140,1310,6900,8684,4248,2989,0,0,24,2746,8463,4133,0,3852,1156,1179,1090,2632,277882,33563,4587
14203,30015,1513,989,710,677,184,43,25,49,608,2026,1382,5270,1036,0,0,0,1410,3238,0,4133,9545,7872,7890,7607,14046,45961,13638,1936
53428,672861,1045,417,9022,340,2,20,20,1,79825,421,637,1190,370,705,291,446,3563,0,3238,8463,4473,3929,3804,3942,126732,27416,16203,4040
13748,165166,1030,351,1344,374,8571,3455,3318,4687,3258,145,201,381,177,6692,5162,3433,0,3563,1410,2746,6795,6642,5700,5716,3408,6043,5523,1868
14155,174146,1055,416,1490,364,8964,2983,4022,4600,36,100,159,432,127,7906,8477,0,3433,446,0,24,3458,5522,5683,3162,48,7429,30,0
14481,164558,1173,417,1352,358,7459,4249,3475,4346,2,69,150,336,88,4685,0,8477,5162,291,0,0,5435,4420,5842,2925,0,5625,0,0
14808,169147,1132,365,1583,384,9005,4701,5334,2909,11,106,182,408,233,0,4685,7906,6692,705,0,0,5547,3318,3266,6891,0,8487,42,0
13627,170079,14657,3357,3514,3651,2,2,22,13,10,9087,4036,5235,0,233,88,127,177,370,1036,2989,0,0,0,24,24,8112,11549,4713
121028,182912,11341,5323,3878,2958,964,10,18,13,799,5468,5363,0,5235,408,336,432,381,1190,5270,4248,481,441,459,459,1056,4842,13660,2389
13840,167536,8789,4889,4103,5223,49,18,19,22,127,5917,0,5363,4036,182,150,159,201,637,1382,8684,66,88,63,59,241,5917,8348,1244
15950,194322,12702,4124,5562,5646,6,0,0,3,18,0,5917,5468,9087,106,69,100,145,421,2026,6900,0,0,0,0,0,9602,11896,2849
18250,5245590,744,345,288,347,1933,337,387,451,0,18,127,799,10,11,2,36,3258,79825,608,1310,680,629,585,449,21519,3926,2591,675
7176,1045935,672,332,351,469,696,708,433,0,451,3,22,13,13,2909,4346,4600,4687,1,49,140,1081,1282,1097,1176,155,557,304,42
6779,1045985,777,352,317,454,653,429,0,433,387,0,19,18,22,5334,3475,4022,3318,20,25,124,1266,1414,1109,697,249,527,374,56
6462,1051663,769,337,311,390,489,0,429,708,337,0,18,10,2,4701,4249,2983,3455,20,43,173,1207,994,848,1148,191,498,324,64
7993,2098506,964,397,383,402,0,489,653,696,1933,6,49,964,2,9005,7459,8964,8571,2,184,274,2393,1721,2523,2196,352,2808,618,98
6576,1047503,2171,1352,498,0,402,390,454,469,347,5646,5223,2958,3651,384,358,364,374,340,677,2548,525,121,322,225,1125,756,4136,391
6402,1046648,863,366,0,498,383,311,317,351,288,5562,4103,3878,3514,1583,1352,1490,1344,9022,710,1220,90,43,54,13,127,494,2146,357
3964,1046920,1363,0,366,1352,397,337,352,332,345,4124,4889,5323,3357,365,417,416,351,417,989,2102,426,502,497,573,1144,549,4264,1471
8013,2426365,0,1363,863,2171,964,769,777,672,744,12702,8789,11341,14657,1132,1173,1055,1030,1045,1513,2817,406,403,512,240,1289,4663,8147,1747
17052,0,2426365,1046920,1046648,1047503,2098506,1051663,1045985,1045935,5245590,194322,167536,182912,170079,169147,164558,174146,165166,672861,30015,62902,58807,53249,56197,53906,217992,58107,116718,28831
0,17052,8013,3964,6402,6576,7993,6462,6779,7176,18250,15950,13840,121028,13627,14808,14481,14155,13748,53428,14203,31692,32562,29904,30819,29034,115381,436189,62963,15863

