22554256,1985613,2132493,2052796,1334161,2120313,1714384,1355295,0
9637290,1366346,1491037,1379754,3641604,1355283,2147169,0,1355295
10073520,1661339,1774272,1712943,2104038,1781974,0,2147169,1714384
19601311,1976497,2187844,2074883,1324030,0,1781974,1355283,2120313
9556657,1339366,1551521,1370789,0,1324030,2104038,3641604,1334161
23059856,1965572,2158891,0,1370789,2074883,1712943,1379754,2052796
20637635,2042821,0,2158891,1551521,2187844,1774272,1491037,2132493
27602575,0,2042821,1965572,1339366,1976497,1661339,1366346,1985613
0,27602575,20637635,23059856,9556657,19601311,10073520,9637290,22554256

