17289804,3922031,4013434,3961026,3960630,5790343,3928742,3628226,3628229,3943011,3826832,4144159,0
17070534,4084187,4055105,4263878,4173012,5973011,4084573,3927445,3835971,4041465,3930638,0,4144159
17420378,3827838,3849277,3879125,3864941,5678651,3831140,3545012,3544317,3848383,0,3930638,3826832
17312151,3947662,3951504,4021384,3981270,5801726,3955261,3662443,3640831,0,3848383,4041465,3943011
17981239,3628063,3651285,3712671,3663594,5326482,3634446,3356184,0,3640831,3544317,3835971,3628229
18015632,3627399,3718678,3808081,3663750,5325916,3636405,0,3356184,3662443,3545012,3927445,3628226
16690344,3932247,3957665,4008859,3966822,6435250,0,3636405,3634446,3955261,3831140,4084573,3928742
21230245,5790223,5810976,5895571,5827760,0,6435250,5325916,5326482,5801726,5678651,5973011,5790343
17511945,3960400,3981468,3995755,0,5827760,3966822,3663750,3663594,3981270,3864941,4173012,3960630
19490703,3980139,4126784,0,3995755,5895571,4008859,3808081,3712671,4021384,3879125,4263878,3961026
17648087,3961286,0,4126784,3981468,5810976,3957665,3718678,3651285,3951504,3849277,4055105,4013434
18170286,0,3961286,3980139,3960400,5790223,3932247,3627399,3628063,3947662,3827838,4084187,3922031
0,18170286,17648087,19490703,17511945,21230245,16690344,18015632,17981239,17312151,17420378,17070534,17289804

