2241425794,73517937,61970414,60134257,155524019,116088003,154620734,125502804,147192439,86815015,64967115,98650465,59517738,359633826,0
2206086228,64368213,55476596,53662523,127409327,99193181,131554493,109037439,119941868,73703390,56608553,86414191,292813203,0,359633826
2215300253,72874985,63013833,61213454,134821158,105863769,137985819,115199765,127885841,80197803,63676166,331984856,0,292813203,59517738
2248662896,101226900,95997009,93091725,141911199,117159064,137543047,126678843,128534241,99662602,330125618,0,331984856,86414191,98650465
2217928607,73308036,66173757,64186788,118475865,97787418,119622389,107892803,108125666,317217908,0,330125618,63676166,56608553,64967115
2235756497,88793514,82775023,81443279,127910536,103540727,120901002,114560038,350533255,0,317217908,99662602,80197803,73703390,86815015
2284509414,131575836,126888738,125142503,162586165,136605212,164371469,386837843,0,350533255,108125666,128534241,127885841,119941868,147192439
2270851990,120749509,116596874,115167700,156794797,131859462,395892311,0,386837843,114560038,107892803,126678843,115199765,109037439,125502804
2295782003,141615080,138382596,135552588,174784643,377179994,0,395892311,164371469,120901002,119622389,137543047,137985819,131554493,154620734
2261312851,111489112,105852274,105023587,391980602,0,377179994,131859462,136605212,103540727,97787418,117159064,105863769,99193181,116088003
2290784152,137005148,132790818,371660996,0,391980602,174784643,156794797,162586165,127910536,118475865,141911199,134821158,127409327,155524019
2220294274,74551481,103909528,0,371660996,105023587,135552588,115167700,125142503,81443279,64186788,93091725,61213454,53662523,60134257
88817384,316304229,0,103909528,132790818,105852274,138382596,116596874,126888738,82775023,66173757,95997009,63013833,55476596,61970414
414060284,0,316304229,74551481,137005148,111489112,141615080,120749509,131575836,88793514,73308036,101226900,72874985,64368213,73517937
0,414060284,88817384,2220294274,2290784152,2261312851,2295782003,2270851990,2284509414,2235756497,2217928607,2248662896,2215300253,2206086228,2241425794

