88978,414040,12824,10653,2724,2552,484,328,276,204,2800,17972,6620,15376,30156,0,0,0,11220,24268,11040,25756,10012,3764,3936,2812,6364,939468,89504,0
354600,1686454,59448,28568,16264,28520,3092,1780,1940,1416,11900,74284,53152,85388,72104,168,0,176,33208,97344,86380,208976,109848,72680,76384,71508,246252,4466415,0,89504
2636678,464256,27298,4320,3952,5556,17712,3984,4204,4456,27818,46913,28267,22084,37376,38604,25188,33244,27583,124168,260064,1643638,411063,368661,553887,346548,10780094,0,4466415,939468
650628,3199823,7296,6656,572,6540,1552,964,1272,652,166440,0,1928,6352,144,0,0,288,20480,757376,86764,17380,41752,15020,196064,12212,0,10780094,246252,6364
164045,789160,1268,3372,52,1252,17136,9028,5396,9216,2124,0,472,2756,144,44040,18584,20328,35868,23692,46312,6916,57864,43692,38660,0,12212,346548,71508,2812
174196,820345,2916,2920,216,1868,19776,6640,8656,8572,2596,0,504,2756,0,20588,37600,36140,35404,22868,47932,7628,53476,39236,0,38660,196064,553887,76384,3936
168673,773883,2284,2980,196,596,13308,7820,11024,10124,2752,0,596,2652,0,21336,28356,35404,40968,23620,47904,7604,52236,0,39236,43692,15020,368661,72680,3764
183528,849925,2224,2408,408,3084,18712,9388,9980,8532,3004,0,528,2888,0,35368,34552,22572,42540,26880,56924,20772,0,52236,53476,57864,41752,411063,109848,10012
178526,937074,19940,14912,9376,18180,1160,892,628,684,5752,43108,55568,25992,18976,0,0,144,16508,50876,23388,0,20772,7604,7628,6916,17380,1643638,208976,25756
79706,441197,11016,6304,5560,4668,776,176,104,260,2628,12856,8428,33588,6376,0,0,0,8476,19476,0,23388,56924,47904,47932,46312,86764,260064,86380,11040
362952,2782770,7824,3040,72172,2320,12,120,120,8,453481,2472,4344,7656,2420,3372,1748,2636,21356,0,19476,50876,26880,23620,22868,23692,757376,124168,97344,24268
92878,682855,7700,2564,10672,2572,48976,19637,19104,26812,19544,816,1284,2304,1224,38120,29140,19420,0,21356,8476,16508,42540,40968,35404,35868,20480,27583,33208,11220
95604,720236,7836,3016,11896,2512,51076,17140,22988,26133,204,664,1172,2808,908,44192,48460,0,19420,2636,0,144,22572,35404,36140,20328,288,33244,176,0
97751,681596,8784,3096,10816,2384,42712,24304,19721,24756,12,392,992,1992,524,26504,0,48460,29140,1748,0,0,34552,28356,37600,18584,0,25188,0,0
99701,700921,8560,2608,12652,2608,51709,26728,30304,16760,48,632,1276,2772,1456,0,26504,44192,38120,3372,0,0,35368,21336,20588,44040,0,38604,168,0
91924,703854,87068,19864,21708,21648,12,12,128,80,60,49644,23324,30372,0,1456,524,908,1224,2420,6376,18976,0,0,0,144,144,37376,72104,30156
918699,754941,68857,30972,22456,17416,5780,60,108,76,4796,31840,30460,0,30372,2772,1992,2808,2304,7656,33588,25992,2888,2652,2756,2756,6352,22084,85388,15376
93248,692540,52868,29868,24064,30373,392,144,152,176,1004,34064,0,30460,23324,1276,992,1172,1284,4344,8428,55568,528,596,504,472,1928,28267,53152,6620
107826,804942,77740,24340,32961,33724,24,0,0,24,108,0,34064,31840,49644,632,392,664,816,2472,12856,43108,0,0,0,0,0,46913,74284,17972
124271,5285657,3528,1664,1152,1812,7740,1404,1608,1860,0,108,1004,4796,60,48,12,204,19544,453481,2628,5752,3004,2752,2596,2124,166440,27818,11900,2800
43343,1056355,3256,1628,1404,2352,3320,3424,1876,0,1860,24,176,76,80,16760,24756,26133,26812,8,260,684,8532,10124,8572,9216,652,4456,1416,204
40889,1055926,3648,1664,1272,2312,3200,1868,0,1876,1608,0,152,108,128,30304,19721,22988,19104,120,104,628,9980,11024,8656,5396,1272,4204,1940,276
38935,1061046,3628,1592,1256,1988,2120,0,1868,3424,1404,0,144,60,12,26728,24304,17140,19637,120,176,892,9388,7820,6640,9028,964,3984,1780,328
53819,2116986,4784,1844,1552,2044,0,2120,3200,3320,7740,24,392,5780,12,51709,42712,51076,48976,12,776,1160,18712,13308,19776,17136,1552,17712,3092,484
39592,1058387,11356,6888,2564,0,2044,1988,2312,2352,1812,33724,30373,17416,21648,2608,2384,2512,2572,2320,4668,18180,3084,596,1868,1252,6540,5556,28520,2552
38546,1056389,4156,1684,0,2564,1552,1256,1272,1404,1152,32961,24064,22456,21708,12652,10816,11896,10672,72172,5560,9376,408,196,216,52,572,3952,16264,2724
26383,1059998,6828,0,1684,6888,1844,1592,1664,1628,1664,24340,29868,30972,19864,2608,3096,3016,2564,3040,6304,14912,2408,2980,2920,3372,6656,4320,28568,10653
51972,2452938,0,6828,4156,11356,4784,3628,3648,3256,3528,77740,52868,68857,87068,8560,8784,7836,7700,7824,11016,19940,2224,2284,2916,1268,7296,27298,59448,12824
135652,0,2452938,1059998,1056389,1058387,2116986,1061046,1055926,1056355,5285657,804942,692540,754941,703854,700921,681596,720236,682855,2782770,441197,937074,849925,773883,820345,789160,3199823,464256,1686454,414040
0,135652,51972,26383,38546,39592,53819,38935,40889,43343,124271,107826,93248,918699,91924,99701,97751,95604,92878,362952,79706,178526,183528,168673,174196,164045,650628,2636678,354600,88978

