66388778,10962026,17860096,9503998,8972003,14577975,9809770,0
49927737,7617168,10211961,5815137,5996386,8334866,0,9809770
59864139,9841078,14808717,7656861,7545149,0,8334866,14577975
48543105,6261271,8947187,5066785,0,7545149,5996386,8972003
48673442,7263183,9518736,0,5066785,7656861,5815137,9503998
66640739,11578035,0,9518736,8947187,14808717,10211961,17860096
8100302,0,11578035,7263183,6261271,9841078,7617168,10962026
0,8100302,66640739,48673442,48543105,59864139,49927737,66388778

