437012,65202,15675,15330,48063,35108,192302180,231465963,0
187322,355960,46655,39607,123779,69164,113261,0,231465963
170579,319307,43699,42994,116083,59019,0,113261,192302180
188288,1035843,136955,16564,77575,0,59019,69164,35108
82896,1025043,128694,16930,0,77575,116083,123779,48063
4323,1052098,17506,0,16930,16564,42994,39607,15330
45542,15002122,0,17506,128694,136955,43699,46655,15675
16919,0,15002122,1052098,1025043,1035843,319307,355960,65202
0,16919,45542,4323,82896,188288,170579,187322,437012

