55698283,19070376,7467004,13335228,6434896,325006748,18037148,7258944,11390784,19001320,8401736,262412456,17391524,9159856,0
131578248,39844020,27317304,29816424,16645956,18035736,33396776,20944420,20608112,38782064,26651908,212030164,46766724,0,9159856
58850540,18322172,330710340,14116704,20557476,14830500,15165728,369309988,13365840,15967048,23000176,19393116,0,46766724,17391524
62105975,18958616,8235008,13678544,5276776,7685108,16787640,6822976,10142948,20385232,6108044,0,19393116,212030164,262412456
74422834,124195004,12278180,16390636,10084504,10621820,189155064,9453592,12379796,23583576,0,6108044,23000176,26651908,8401736
48346663,26565208,22527544,474898948,520744640,20104212,21032708,17160664,22316356,0,23583576,20385232,15967048,38782064,19001320
43792464,17570900,12151208,14789936,442377996,387115564,16774288,9760420,0,22316356,12379796,10142948,13365840,20608112,11390784
40604351,14280552,7135596,415644804,7100332,7394852,14037656,0,9760420,17160664,9453592,6822976,369309988,20944420,7258944
47748759,21166852,261294504,16092016,18873240,15247308,0,14037656,16774288,21032708,189155064,16787640,15165728,33396776,18037148
49879150,15441692,9954384,10391564,8774276,0,15247308,7394852,387115564,20104212,10621820,7685108,14830500,18035736,325006748
69551895,18310364,10532664,14621248,0,8774276,18873240,7100332,442377996,520744640,10084504,5276776,20557476,16645956,6434896
46465668,16947244,16388164,0,14621248,10391564,16092016,415644804,14789936,474898948,16390636,13678544,14116704,29816424,13335228
64183119,17699572,0,16388164,10532664,9954384,261294504,7135596,12151208,22527544,12278180,8235008,330710340,27317304,7467004
175092232,0,17699572,16947244,18310364,15441692,21166852,14280552,17570900,26565208,124195004,18958616,18322172,39844020,19070376
0,175092232,64183119,46465668,69551895,49879150,47748759,40604351,43792464,48346663,74422834,62105975,58850540,131578248,55698283

