                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   45192998 |    6576872 |    5666251 |    6391253 |    6560556 |    6479486
  Cycles                             |   34236800 |   34236800 |   34236800 |   34236800 |   34236800 |   34236800
  IPC                                |       1.32 |       0.19 |       0.17 |       0.19 |       0.19 |       0.19
  Time (ns)                          |    8559200 |    8559200 |    8559200 |    8559200 |    8559200 |    8559200
  Idle time (ns)                     |      60022 |    7025331 |    6973179 |    6972375 |    7024837 |    7049180
  Idle time (%)                      |       0.7% |      82.1% |      81.5% |      81.5% |      82.1% |      82.4%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    5028702 |    1802818 |    1342917 |    1661954 |    1799148 |    1784658
  num incorrect                      |     352481 |      36238 |      57284 |      46267 |      36136 |      33476
  misprediction rate                 |      6.55% |      1.97% |      4.09% |      2.71% |      1.97% |      1.84%
  mpki                               |       7.80 |       5.51 |      10.11 |       7.24 |       5.51 |       5.17
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    5253437 |     241270 |     357602 |     298235 |     239841 |     233281
    num misses                       |        189 |         29 |         47 |         46 |         45 |         45
    miss rate                        |      0.00% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.00 |       0.00 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   10462282 |    1640588 |    1602065 |    1662330 |    1640368 |    1609672
    num misses                       |      13393 |      11977 |      12137 |      12108 |      12048 |      12051
    miss rate                        |      0.13% |      0.73% |      0.76% |      0.73% |      0.73% |      0.75%
    mpki                             |       0.30 |       1.82 |       2.14 |       1.89 |       1.84 |       1.86
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |      13582 |      12006 |      12184 |      12154 |      12093 |      12096
    num misses                       |        915 |        346 |        379 |        369 |        365 |        369
    miss rate                        |      6.74% |      2.88% |      3.11% |      3.04% |      3.02% |      3.05%
    mpki                             |       0.02 |       0.05 |       0.07 |       0.06 |       0.06 |       0.06
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    5253437 |     241270 |     357602 |     298235 |     239841 |     233281
    num cache misses                 |       3134 |        179 |        529 |        488 |        373 |        369
    miss rate                        |      0.06% |      0.07% |      0.15% |      0.16% |      0.16% |      0.16%
    mpki                             |       0.07 |       0.03 |       0.09 |       0.08 |       0.06 |       0.06
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   10462282 |    1640588 |    1602065 |    1662330 |    1640368 |    1609672
    num cache misses                 |     100353 |      67647 |      70890 |      69096 |      67983 |      67919
    miss rate                        |      0.96% |      4.12% |      4.42% |      4.16% |      4.14% |      4.22%
    mpki                             |       2.22 |      10.29 |      12.51 |      10.81 |      10.36 |      10.48
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |     106377 |      68516 |      72156 |      71704 |      70368 |      70243
    num cache misses                 |      83388 |      59559 |      60560 |      60587 |      59969 |      60036
    miss rate                        |     78.39% |     86.93% |     83.93% |     84.50% |     85.22% |     85.47%
    mpki                             |       1.85 |       9.06 |      10.69 |       9.48 |       9.14 |       9.27
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |      86634 |      60292 |      61511 |      62789 |      62030 |      62009
    num cache misses                 |      59248 |      35698 |      36345 |      38188 |      37491 |      37794
    miss rate                        |     68.39% |     59.21% |     59.09% |     60.82% |     60.44% |     60.95%
    mpki                             |       1.31 |       5.43 |       6.41 |       5.98 |       5.71 |       5.83
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |      20122 |          0 |          0 |      20057 |          0 |          0
  average dram access latency (ns)   |      61.45 |        inf |        inf |      61.42 |        inf |        inf
  average dram queueing delay        |       0.20 |       0.00 |       0.00 |       0.17 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |      10840 |        660 |        800 |        522 |        587 |        501
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |       9702 |       9294 |       9478 |      11350 |      10960 |      11076
