                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   21434075 |    3772061 |    4056246 |    4041324 |    3656127 |    3972638 |    3937192 |    3733545 |    4085621 |    3986820 |    3470322 |    4103167
  Cycles                             |   20846400 |   20846400 |   20846400 |   20846400 |   15634800 |   15634800 |   15634800 |   15634800 |   20846400 |   20846400 |   20846400 |   20846400
  IPC                                |       1.03 |       0.18 |       0.19 |       0.19 |       0.23 |       0.25 |       0.25 |       0.24 |       0.20 |       0.19 |       0.17 |       0.20
  Time (ns)                          |    5211600 |    5211600 |    5211600 |    5211600 |    5211600 |    5211600 |    5211600 |    5211600 |    5211600 |    5211600 |    5211600 |    5211600
  Idle time (ns)                     |       1387 |    4442423 |    4442842 |    4442964 |    4433098 |    4433249 |    4433263 |    4433356 |    4443587 |    4443321 |    4443400 |    4444095
  Idle time (%)                      |       0.0% |      85.2% |      85.2% |      85.3% |      85.1% |      85.1% |      85.1% |      85.1% |      85.3% |      85.3% |      85.3% |      85.3%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2420624 |    1153198 |    1271496 |    1264788 |    1112746 |    1244305 |    1232045 |    1146149 |    1258646 |    1219881 |    1003797 |    1266795
  num incorrect                      |     157848 |      11042 |       6862 |       7287 |      11229 |       6736 |       6872 |       9977 |      10484 |      11765 |      18946 |      10331
  misprediction rate                 |      6.12% |      0.95% |      0.54% |      0.57% |      1.00% |      0.54% |      0.55% |      0.86% |      0.83% |      0.96% |      1.85% |      0.81%
  mpki                               |       7.36 |       2.93 |       1.69 |       1.80 |       3.07 |       1.70 |       1.75 |       2.67 |       2.57 |       2.95 |       5.46 |       2.52
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3269008 |      39969 |      35328 |      35454 |      40699 |      34612 |      35078 |      38402 |      40010 |      41277 |      48288 |      38941
    num misses                       |        172 |         26 |         26 |         26 |         26 |         25 |         26 |         26 |         26 |         26 |         27 |         26
    miss rate                        |      0.01% |      0.07% |      0.07% |      0.07% |      0.06% |      0.07% |      0.07% |      0.07% |      0.06% |      0.06% |      0.06% |      0.07%
    mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5004493 |     769628 |     799402 |     798501 |     753949 |     783599 |     779312 |     759547 |     821910 |     810237 |     758088 |     823036
    num misses                       |       2144 |        735 |        677 |        708 |        689 |        627 |        666 |        713 |        711 |        649 |        676 |        703
    miss rate                        |      0.04% |      0.10% |      0.08% |      0.09% |      0.09% |      0.08% |      0.09% |      0.09% |      0.09% |      0.08% |      0.09% |      0.09%
    mpki                             |       0.10 |       0.19 |       0.17 |       0.18 |       0.19 |       0.16 |       0.17 |       0.19 |       0.17 |       0.16 |       0.19 |       0.17
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       2316 |        761 |        703 |        734 |        715 |        652 |        692 |        739 |        737 |        675 |        703 |        729
    num misses                       |        667 |        173 |        170 |        168 |        168 |        164 |        165 |        170 |        181 |        166 |        164 |        167
    miss rate                        |     28.80% |     22.73% |     24.18% |     22.89% |     23.50% |     25.15% |     23.84% |     23.00% |     24.56% |     24.59% |     23.33% |     22.91%
    mpki                             |       0.03 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04 |       0.04 |       0.05 |       0.04
Cache Summary                        |            |            |            |            |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |            |            |            |            |           
    num cache accesses               |    3269008 |      39969 |      35328 |      35454 |      40699 |      34612 |      35078 |      38402 |      40010 |      41277 |      48288 |      38941
    num cache misses                 |       2952 |        175 |        175 |        174 |        174 |        172 |        175 |        173 |        173 |        177 |        180 |        174
