                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                       |  484943101 |   75564054 |  104920912 |  134279375 |  163629294 |  192988062 |  222347196 |  249605643
  Cycles                             |  676630610 |  676630610 |  676630610 |  676630610 |  513305980 |  513305980 |  513305980 |  513305980
  IPC                                |       0.72 |       0.11 |       0.16 |       0.20 |       0.32 |       0.38 |       0.43 |       0.49
  Time (ns)                          |  233320900 |  233320900 |  233320900 |  233320900 |  233320900 |  233320900 |  233320900 |  233320900
  Idle time (ns)                     |   54966675 |  198712399 |  186303810 |  178866744 |  164310011 |  160641620 |  158034483 |  155762795
  Idle time (%)                      |      23.6% |      85.2% |      79.8% |      76.7% |      70.4% |      68.9% |      67.7% |      66.8%
Branch predictor stats               |            |            |            |            |            |            |            |           
  num correct                        |   42618695 |    9605585 |   13798955 |   17992783 |   22184143 |   26378059 |   30572080 |   34165891
  num incorrect                      |       8740 |         90 |         90 |         90 |         90 |         90 |         89 |         87
  misprediction rate                 |      0.02% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                               |       0.02 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
TLB Summary                          |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   75548247 |        312 |        312 |        312 |        312 |        312 |        312 |        319
    num misses                       |        115 |         16 |         16 |         16 |         16 |         16 |         16 |         16
    miss rate                        |      0.00% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.13% |      5.02%
    mpki                             |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |           
    num accesses                     |   50848712 |   13192638 |   13192171 |   13191933 |   13190461 |   13190267 |   13190125 |   12889911
    num misses                       |   37408727 |    4162733 |    4167198 |    4172122 |    4160135 |    4172447 |    4178159 |    4172684
    miss rate                        |     73.57% |     31.55% |     31.59% |     31.63% |     31.54% |     31.63% |     31.68% |     32.37%
    mpki                             |      77.14 |      55.09 |      39.72 |      31.07 |      25.42 |      21.62 |      18.79 |      16.72
  L2 TLB                             |            |            |            |            |            |            |            |           
    num accesses                     |   37408842 |    4162749 |    4167214 |    4172138 |    4160151 |    4172463 |    4178175 |    4172700
    num misses                       |   36064158 |    4017802 |    4030722 |    4037281 |    4016605 |    4039000 |    4051587 |    4038916
    miss rate                        |     96.41% |     96.52% |     96.72% |     96.77% |     96.55% |     96.80% |     96.97% |     96.79%
    mpki                             |      74.37 |      53.17 |      38.42 |      30.07 |      24.55 |      20.93 |      18.22 |      16.18
Cache Summary                        |            |            |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |            |            |           
    num cache accesses               |   75548247 |        312 |        312 |        312 |        312 |        312 |        312 |        319
    num cache misses                 |       5213 |         95 |         95 |         95 |         95 |         95 |         95 |         94
    miss rate                        |      0.01% |     30.45% |     30.45% |     30.45% |     30.45% |     30.45% |     30.45% |     29.47%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Cache L1-D                         |            |            |            |            |            |            |            |           
    num cache accesses               |   50848712 |   13192638 |   13192171 |   13191933 |   13190461 |   13190267 |   13190125 |   12889911
    num cache misses                 |   38588798 |    4179494 |    4186623 |    4185644 |    4182940 |    4190886 |    4192797 |    4189765
    miss rate                        |     75.89% |     31.68% |     31.74% |     31.73% |     31.71% |     31.77% |     31.79% |     32.50%
    mpki                             |      79.57 |      55.31 |      39.90 |      31.17 |      25.56 |      21.72 |      18.86 |      16.79
  Cache L2                           |            |            |            |            |            |            |            |           
    num cache accesses               |   41775139 |    7534570 |    7567797 |    7577307 |    7553241 |    7589049 |    7596897 |    7571512
    num cache misses                 |   37621610 |    4078260 |    4095914 |    4095623 |    4139539 |    4158012 |    4161311 |    4148031
    miss rate                        |     90.06% |     54.13% |     54.12% |     54.05% |     54.80% |     54.79% |     54.78% |     54.78%
    mpki                             |      77.58 |      53.97 |      39.04 |      30.50 |      25.30 |      21.55 |      18.72 |      16.62
  Cache L3                           |            |            |            |            |            |            |            |           
    num cache accesses               |   40802743 |    7433241 |    7476990 |    7487189 |    7509745 |    7556077 |    7565315 |    7529684
    num cache misses                 |   31004152 |    3352880 |    3378334 |    3388657 |    3369526 |    3397532 |    3403568 |    3381303
    miss rate                        |     75.99% |     45.11% |     45.18% |     45.26% |     44.87% |     44.96% |     44.99% |     44.91%
    mpki                             |      63.93 |      44.37 |      32.20 |      25.24 |      20.59 |      17.60 |      15.31 |      13.55
DRAM summary                         |            |            |            |            |            |            |            |           
  num dram accesses                  |   82576948 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns)   |     109.85 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay        |      48.60 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  average dram bandwidth utilization |     44.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |            |            |           
  num loads from dram                |   29952337 |    3352833 |    3378310 |    3388633 |    3369503 |    3397508 |    3403546 |    3381270
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
