                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   24190637 |    6413639 |    6561199 |    6593030 |    6259377 |    6511270 |    6515653 |    6319128 |    6745979 |    6627113 |    5919917 |    6760444
  Cycles                             |   22348800 |   22348800 |   22348800 |   22348800 |   16761600 |   16761600 |   16761600 |   16761600 |   22348800 |   22348800 |   22348800 |   22348800
  IPC                                |       1.08 |       0.29 |       0.29 |       0.30 |       0.37 |       0.39 |       0.39 |       0.38 |       0.30 |       0.30 |       0.26 |       0.30
  Time (ns)                          |    5587200 |    5587200 |    5587200 |    5587200 |    5587200 |    5587200 |    5587200 |    5587200 |    5587200 |    5587200 |    5587200 |    5587200
  Idle time (ns)                     |       2419 |    4512064 |    4531663 |    4525473 |    4492423 |    4500956 |    4499017 |    4492667 |    4512787 |    4513220 |    4514121 |    4513141
  Idle time (%)                      |       0.0% |      80.8% |      81.1% |      81.0% |      80.4% |      80.6% |      80.5% |      80.4% |      80.8% |      80.8% |      80.8% |      80.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    2822970 |    1988297 |    2079238 |    2087341 |    1935375 |    2064072 |    2063682 |    1966892 |    2103078 |    2049891 |    1731569 |    2110394
  num incorrect                      |     168054 |      11412 |       6757 |       7428 |      11462 |       6826 |       6931 |      10839 |      11354 |      12916 |      22750 |      10910
  misprediction rate                 |      5.62% |      0.57% |      0.32% |      0.35% |      0.59% |      0.33% |      0.33% |      0.55% |      0.54% |      0.63% |      1.30% |      0.51%
  mpki                               |       6.95 |       1.78 |       1.03 |       1.13 |       1.83 |       1.05 |       1.06 |       1.72 |       1.68 |       1.95 |       3.84 |       1.61
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    3150782 |      66033 |      45722 |      47915 |      67172 |      44425 |      44826 |      60414 |      64328 |      68402 |     112509 |      62202
    num misses                       |        176 |         24 |         24 |         26 |         24 |         24 |         24 |         24 |         24 |         24 |         24 |         24
    miss rate                        |      0.01% |      0.04% |      0.05% |      0.05% |      0.04% |      0.05% |      0.05% |      0.04% |      0.04% |      0.04% |      0.02% |      0.04%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    5590828 |    1224294 |    1226746 |    1233326 |    1201850 |    1216659 |    1218413 |    1203518 |    1279713 |    1266340 |    1193552 |    1279881
    num misses                       |       4258 |       2760 |       2740 |       2783 |       2774 |       2679 |       2813 |       2893 |       2765 |       2775 |       2712 |       2734
    miss rate                        |      0.08% |      0.23% |      0.22% |      0.23% |      0.23% |      0.22% |      0.23% |      0.24% |      0.22% |      0.22% |      0.23% |      0.21%
    mpki                             |       0.18 |       0.43 |       0.42 |       0.42 |       0.44 |       0.41 |       0.43 |       0.46 |       0.41 |       0.42 |       0.46 |       0.40
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       4434 |       2784 |       2764 |       2809 |       2798 |       2703 |       2837 |       2917 |       2789 |       2799 |       2736 |       2758
    num misses                       |        841 |        286 |        288 |        276 |        283 |        262 |        265 |        269 |        271 |        271 |        268 |        275
