                                     | Core 0     | Core 1     
  Instructions                       |  596855647 |  1818494535
  Cycles                             |  775078940 |   775078940
  IPC                                |       0.77 |        2.35
  Time (ns)                          |  267268600 |   267268600
  Idle time (ns)                     |  188117050 |    19550884
  Idle time (%)                      |      70.4% |        7.3%
Branch predictor stats               |            |            
  num correct                        |   19439063 |    68911078
  num incorrect                      |     894134 |     3084633
  misprediction rate                 |      4.40% |       4.28%
  mpki                               |       1.50 |        1.70
TLB Summary                          |            |            
  I-TLB                              |            |            
    num accesses                     |   55007462 |   177374950
    num misses                       |        515 |        1122
    miss rate                        |      0.00% |       0.00%
    mpki                             |       0.00 |        0.00
  D-TLB                              |            |            
    num accesses                     |  213979999 |   635380751
    num misses                       |     226670 |      706786
    miss rate                        |      0.11% |       0.11%
    mpki                             |       0.38 |        0.39
  L2 TLB                             |            |            
    num accesses                     |     227185 |      707908
    num misses                       |      54295 |       99990
    miss rate                        |     23.90% |      14.12%
    mpki                             |       0.09 |        0.05
Cache Summary                        |            |            
  Cache L1-I                         |            |            
    num cache accesses               |   55007462 |   177374950
    num cache misses                 |    1303810 |     4560544
    miss rate                        |      2.37% |       2.57%
    mpki                             |       2.18 |        2.51
  Cache L1-D                         |            |            
    num cache accesses               |  213979999 |   635380751
    num cache misses                 |    1649176 |     3019496
    miss rate                        |      0.77% |       0.48%
    mpki                             |       2.76 |        1.66
  Cache L2                           |            |            
    num cache accesses               |    2953202 |     7580208
    num cache misses                 |     412980 |      714033
    miss rate                        |     13.98% |       9.42%
    mpki                             |       0.69 |        0.39
  Cache L3                           |            |            
    num cache accesses               |     413225 |      714335
    num cache misses                 |     124375 |      139377
    miss rate                        |     30.10% |      19.51%
    mpki                             |       0.21 |        0.08
DRAM summary                         |            |            
  num dram accesses                  |     323255 |           0
  average dram access latency (ns)   |      61.82 |         inf
  average dram queueing delay        |       0.57 |        0.00
  average dram bandwidth utilization |      0.00% |       0.00%
Coherency Traffic                    |            |            
  num loads from dram                |      44168 |        7050
  num loads from dram cache          |          0 |           0
  num loads from remote cache        |          0 |           0
