                                     | Core 0     | Core 1    
  Instructions                       |   12326507 |    3986080
  Cycles                             |   10920000 |   10920000
  IPC                                |       1.13 |       0.37
  Time (ns)                          |    2730000 |    2730000
  Idle time (ns)                     |       1426 |    1802566
  Idle time (%)                      |       0.1% |      66.0%
Branch predictor stats               |            |           
  num correct                        |    1552186 |    1018385
  num incorrect                      |      97625 |      31985
  misprediction rate                 |      5.92% |      3.05%
  mpki                               |       7.92 |       8.02
TLB Summary                          |            |           
  I-TLB                              |            |           
    num accesses                     |    1473693 |     278310
    num misses                       |        173 |         29
    miss rate                        |      0.01% |      0.01%
    mpki                             |       0.01 |       0.01
  D-TLB                              |            |           
    num accesses                     |    3207984 |    1087568
    num misses                       |       1442 |        207
    miss rate                        |      0.04% |      0.02%
    mpki                             |       0.12 |       0.05
  L2 TLB                             |            |           
    num accesses                     |       1615 |        236
    num misses                       |        607 |        171
    miss rate                        |     37.59% |     72.46%
    mpki                             |       0.05 |       0.04
Cache Summary                        |            |           
  Cache L1-I                         |            |           
    num cache accesses               |    1473693 |     278310
    num cache misses                 |       2778 |        180
    miss rate                        |      0.19% |      0.06%
    mpki                             |       0.23 |       0.05
  Cache L1-D                         |            |           
    num cache accesses               |    3207984 |    1087568
    num cache misses                 |      58286 |      35178
    miss rate                        |      1.82% |      3.23%
    mpki                             |       4.73 |       8.83
  Cache L2                           |            |           
    num cache accesses               |      63100 |      35358
    num cache misses                 |      43949 |      28419
    miss rate                        |     69.65% |     80.38%
    mpki                             |       3.57 |       7.13
  Cache L3                           |            |           
    num cache accesses               |      46070 |      28437
    num cache misses                 |      18487 |       2087
    miss rate                        |     40.13% |      7.34%
    mpki                             |       1.50 |       0.52
DRAM summary                         |            |           
  num dram accesses                  |      20557 |          0
  average dram access latency (ns)   |      62.03 |        inf
  average dram queueing delay        |       0.77 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00%
Coherency Traffic                    |            |           
  num loads from dram                |      10936 |        911
  num loads from dram cache          |          0 |          0
  num loads from remote cache        |          0 |          0
