                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |   43216284 |    5165783 |    4792017 |    5076164 |    4126802 |    4055011 |    3956074 |    4969738 |    6448961 |    5946224 |    5992494 |    6429705
  Cycles                             |  118158400 |  118158400 |  118158400 |  118158400 |   29539600 |   29539600 |   29539600 |   29539600 |  118158400 |  118158400 |  118158400 |  118158400
  IPC                                |       0.37 |       0.04 |       0.04 |       0.04 |       0.14 |       0.14 |       0.13 |       0.17 |       0.05 |       0.05 |       0.05 |       0.05
  Time (ns)                          |   29539600 |   29539600 |   29539600 |   29539600 |   29539600 |   29539600 |   29539600 |   29539600 |   29539600 |   29539600 |   29539600 |   29539600
  Idle time (ns)                     |       1740 |   26504908 |   26422318 |   26422755 |   26392285 |   26392536 |   26394234 |   26393531 |   26423630 |   26424060 |   26424407 |   26470849
  Idle time (%)                      |       0.0% |      89.7% |      89.4% |      89.4% |      89.3% |      89.3% |      89.4% |      89.3% |      89.5% |      89.5% |      89.5% |      89.6%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |    4535285 |    1572181 |    1399373 |    1513912 |    1131343 |    1096768 |    1059278 |    1482584 |    1982838 |    1776587 |    1796014 |    1989235
  num incorrect                      |     334324 |      11749 |      19901 |      16732 |      28216 |      28915 |      30325 |      15963 |      14673 |      21135 |      21010 |      12896
  misprediction rate                 |      6.87% |      0.74% |      1.40% |      1.09% |      2.43% |      2.57% |      2.78% |      1.07% |      0.73% |      1.18% |      1.16% |      0.64%
  mpki                               |       7.74 |       2.27 |       4.15 |       3.30 |       6.84 |       7.13 |       7.67 |       3.21 |       2.28 |       3.55 |       3.51 |       2.01
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6913592 |     117076 |     165403 |     143837 |     209426 |     223576 |     224051 |     140952 |     134407 |     175992 |     168448 |     122292
    num misses                       |        175 |         28 |         26 |         26 |         28 |         28 |         26 |         26 |         28 |         28 |         28 |         28
    miss rate                        |      0.00% |      0.02% |      0.02% |      0.02% |      0.01% |      0.01% |      0.01% |      0.02% |      0.02% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.00 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    9890260 |    1098001 |    1075870 |    1105345 |    1000208 |     991394 |     982139 |    1083474 |    1325501 |    1274010 |    1278368 |    1311386
    num misses                       |       7978 |       6217 |       6304 |       6279 |       6230 |       6261 |       6308 |       6249 |       6169 |       6257 |       6231 |       6271
    miss rate                        |      0.08% |      0.57% |      0.59% |      0.57% |      0.62% |      0.63% |      0.64% |      0.58% |      0.47% |      0.49% |      0.49% |      0.48%
    mpki                             |       0.18 |       1.20 |       1.32 |       1.24 |       1.51 |       1.54 |       1.59 |       1.26 |       0.96 |       1.05 |       1.04 |       0.98
  L2 TLB                             |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |       8153 |       6245 |       6330 |       6305 |       6258 |       6289 |       6334 |       6275 |       6197 |       6285 |       6259 |       6299
    num misses                       |        887 |        299 |        301 |        301 |        288 |        287 |        306 |        280 |        288 |        289 |        285 |        289
