                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5    
  Instructions                       |   46828254 |   48831809 |   49277141 |   48167297 |   56463961 |   56449224
  Cycles                             |   25000400 |   25000400 |   25000400 |   25000400 |   25000400 |   25000400
  IPC                                |       1.87 |       1.95 |       1.97 |       1.93 |       2.26 |       2.26
  Time (ns)                          |    6250100 |    6250100 |    6250100 |    6250100 |    6250100 |    6250100
  Idle time (ns)                     |        256 |     245304 |     246430 |     247260 |     248043 |     248856
  Idle time (%)                      |       0.0% |       3.9% |       3.9% |       4.0% |       4.0% |       4.0%
Branch predictor stats               |            |            |            |            |            |           
  num correct                        |    1449166 |    2535302 |    2683933 |    2313957 |   11402563 |   11397666
  num incorrect                      |      21677 |      12442 |      12299 |      12290 |       8837 |       8833
  misprediction rate                 |      1.47% |      0.49% |      0.46% |      0.53% |      0.08% |      0.08%
  mpki                               |       0.46 |       0.25 |       0.25 |       0.26 |       0.16 |       0.16
TLB Summary                          |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |           
    num accesses                     |    4356229 |    4080009 |    4079818 |    4079818 |    2224023 |    2224024
    num misses                       |        438 |         33 |         33 |         33 |         33 |         33
    miss rate                        |      0.01% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                              |            |            |            |            |            |           
    num accesses                     |   20320829 |   19936999 |   20011136 |   19826208 |   15814547 |   15812070
    num misses                       |       8069 |       3459 |       2732 |       4258 |       3639 |       2932
    miss rate                        |      0.04% |      0.02% |      0.01% |      0.02% |      0.02% |      0.02%
    mpki                             |       0.17 |       0.07 |       0.06 |       0.09 |       0.06 |       0.05
  L2 TLB                             |            |            |            |            |            |           
    num accesses                     |       8507 |       3492 |       2765 |       4291 |       3672 |       2965
    num misses                       |        659 |        155 |        138 |        137 |        134 |        133
    miss rate                        |      7.75% |      4.44% |      4.99% |      3.19% |      3.65% |      4.49%
    mpki                             |       0.01 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Cache Summary                        |            |            |            |            |            |           
  Cache L1-I                         |            |            |            |            |            |           
    num cache accesses               |    4356229 |    4080009 |    4079818 |    4079818 |    2224023 |    2224024
    num cache misses                 |      69358 |      48543 |      48592 |      48579 |      47996 |      47991
    miss rate                        |      1.59% |      1.19% |      1.19% |      1.19% |      2.16% |      2.16%
    mpki                             |       1.48 |       0.99 |       0.99 |       1.01 |       0.85 |       0.85
  Cache L1-D                         |            |            |            |            |            |           
    num cache accesses               |   20320829 |   19936999 |   20011136 |   19826208 |   15814547 |   15812070
    num cache misses                 |    1052620 |     961158 |     961944 |     968214 |     516684 |     514500
    miss rate                        |      5.18% |      4.82% |      4.81% |      4.88% |      3.27% |      3.25%
    mpki                             |      22.48 |      19.68 |      19.52 |      20.10 |       9.15 |       9.11
  Cache L2                           |            |            |            |            |            |           
    num cache accesses               |    1169313 |    1055100 |    1065157 |    1078563 |     592393 |     592548
    num cache misses                 |     133281 |     110044 |     120813 |     136599 |     100010 |      90047
    miss rate                        |     11.40% |     10.43% |     11.34% |     12.66% |     16.88% |     15.20%
    mpki                             |       2.85 |       2.25 |       2.45 |       2.84 |       1.77 |       1.60
  Cache L3                           |            |            |            |            |            |           
    num cache accesses               |     201998 |     186419 |     206480 |     223961 |     156240 |     136067
    num cache misses                 |      51668 |      26957 |      77070 |      70024 |      37553 |      35222
    miss rate                        |     25.58% |     14.46% |     37.33% |     31.27% |     24.04% |     25.89%
    mpki                             |       1.10 |       0.55 |       1.56 |       1.45 |       0.67 |       0.62
DRAM summary                         |            |            |            |            |            |           
  num dram accesses                  |       9501 |          0 |          0 |       9461 |          0 |          0
  average dram access latency (ns)   |      75.62 |        inf |        inf |      75.18 |        inf |        inf
  average dram queueing delay        |      14.37 |       0.00 |       0.00 |      13.93 |       0.00 |       0.00
  average dram bandwidth utilization |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
Coherency Traffic                    |            |            |            |            |            |           
  num loads from dram                |       6817 |         49 |         53 |          5 |         46 |         19
  num loads from dram cache          |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache        |      30982 |      25506 |      75365 |      57455 |      34781 |      28292
