                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  284741470 |  272729580 |  307580133 |  283232656 |  211382402 |  292841672 |  250481759 |  212648519 |  351571440 |  352822422 |  352822355 |  352222318
  Cycles                             |  547496400 |  547496400 |  547496400 |  547496400 |  136874100 |  136874100 |  136874100 |  136874100 |  547496400 |  547496400 |  547496400 |  547496400
  IPC                                |       0.52 |       0.50 |       0.56 |       0.52 |       1.54 |       2.14 |       1.83 |       1.55 |       0.64 |       0.64 |       0.64 |       0.64
  Time (ns)                          |  136874100 |  136874100 |  136874100 |  136874100 |  136874100 |  136874100 |  136874100 |  136874100 |  136874100 |  136874100 |  136874100 |  136874100
  Idle time (ns)                     |    4426405 |    3802879 |    3534435 |    3039716 |    2718357 |    2538807 |    1995436 |    1634918 |    1053279 |     710438 |     471290 |    1088140
  Idle time (%)                      |       3.2% |       2.8% |       2.6% |       2.2% |       2.0% |       1.9% |       1.5% |       1.2% |       0.8% |       0.5% |       0.3% |       0.8%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   66227926 |   61548493 |   74004151 |   65989884 |   41833840 |   69396428 |   54664108 |   42236980 |   87759156 |   88699557 |   88107904 |   88574296
  num incorrect                      |     120426 |     123811 |     129116 |     134306 |     138708 |     138400 |     141544 |     138992 |     140330 |     135866 |     133981 |     124166
  misprediction rate                 |      0.18% |      0.20% |      0.17% |      0.20% |      0.33% |      0.20% |      0.26% |      0.33% |      0.16% |      0.15% |      0.15% |      0.14%
  mpki                               |       0.42 |       0.45 |       0.42 |       0.47 |       0.66 |       0.47 |       0.57 |       0.65 |       0.40 |       0.39 |       0.38 |       0.35
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |    6907254 |    7137759 |    6831490 |    6860232 |    6990963 |    6863860 |    7153936 |    7097149 |    7453736 |    7207000 |    7580311 |    7282933
    num misses                       |        321 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27 |         27
