                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11   
  Instructions                       |  213400340 |  219549273 |  219219740 |  220076014 |  168963925 |  175959171 |  222840308 |  222282397 |  211878398 |  212862944 |  195501197 |  197459333
  Cycles                             |  721421200 |  721421200 |  721421200 |  721421200 |  180355300 |  180355300 |  721421200 |  721421200 |  721421200 |  721421200 |  180355300 |  180355300
  IPC                                |       0.30 |       0.30 |       0.30 |       0.31 |       0.94 |       0.98 |       0.31 |       0.31 |       0.29 |       0.30 |       1.08 |       1.09
  Time (ns)                          |  180355300 |  180355300 |  180355300 |  180355300 |  180355300 |  180355300 |  180355300 |  180355300 |  180355300 |  180355300 |  180355300 |  180355300
  Idle time (ns)                     |   25295202 |   25420409 |   25660546 |   25010008 |     593471 |     583856 |   26963760 |   25123731 |   35013206 |   33725141 |    1865789 |    2725015
  Idle time (%)                      |      14.0% |      14.1% |      14.2% |      13.9% |       0.3% |       0.3% |      15.0% |      13.9% |      19.4% |      18.7% |       1.0% |       1.5%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |   24808172 |   27101009 |   26993941 |   27279886 |   11099987 |   13885243 |   29523938 |   29338330 |   29481291 |   29933425 |   24181288 |   24834031
  num incorrect                      |      11513 |       5037 |       4904 |       4961 |       4540 |       4546 |       4551 |       4504 |       4308 |       4166 |       4087 |       4138
  misprediction rate                 |      0.05% |      0.02% |      0.02% |      0.02% |      0.04% |      0.03% |      0.02% |      0.02% |      0.01% |      0.01% |      0.02% |      0.02%
  mpki                               |       0.05 |       0.02 |       0.02 |       0.02 |       0.03 |       0.03 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02 |       0.02
TLB Summary                          |            |            |            |            |            |            |            |            |            |            |            |           
  I-TLB                              |            |            |            |            |            |            |            |            |            |            |            |           
    num accesses                     |   17945053 |   17787842 |   17787020 |   17786953 |   17470152 |   17281892 |   17275817 |   17275619 |   15894002 |   15843164 |   15822651 |   15822631
    num misses                       |        201 |         34 |         34 |         34 |         34 |         34 |         35 |         34 |         34 |         27 |         30 |         30
